"　　　　車站
日期",松山機場,中山國中,南京復興,忠孝復興,大安,科技大樓,六張犁,麟光,辛亥,萬芳醫院,萬芳社區,木柵,動物園,大直,劍南路,西湖,港墘,文德,內湖,大湖公園,葫洲,東湖,南港軟體園區,南港展覽館,小碧潭,新店,新店區公所,七張,大坪林,景美,萬隆,公館,台電大樓,古亭,中正紀念堂,小南門,頂溪,永安市場,景安,南勢角,台大醫院,台北車站,中山,雙連,民權西路,圓山,劍潭,士林,芝山,明德,石牌,唭哩岸,奇岩,北投,新北投,復興崗,忠義,關渡,竹圍,紅樹林,淡水,頂埔,永寧,土城,海山,亞東醫院,府中,BL板橋,新埔,江子翠,龍山寺,西門,善導寺,忠孝新生,忠孝敦化,國父紀念館,市政府,永春,後山埤,昆陽,南港,象山,台北101/世貿,信義安和,大安森林公園,北門,松江南京,台北小巨蛋,南京三民,松山,輔大,新莊,頭前庄,先嗇宮,三重,菜寮,台北橋,大橋頭,中山國小,行天宮,東門,蘆洲,三民高中,徐匯中學,三和國中,三重國小,迴龍,丹鳳,十四張,秀朗橋,景平,中和,橋和,中原,板新,Y板橋,新埔民生,幸福,新北產業園區,
2020/3/1,"3,004 ","5,573 ","12,950 ","25,405 ","8,524 ","6,239 ","5,119 ","2,559 ","1,726 ","4,924 ","1,190 ","2,127 ","4,741 ","3,919 ","6,690 ","3,375 ","4,545 ","2,679 ","5,343 ","2,453 ","3,469 ","4,578 ","1,518 ","11,451 ","2,436 ","9,301 ","5,720 ","8,919 ","11,011 ","9,459 ","5,689 ","17,968 ","10,076 ","15,615 ","12,869 ","2,788 ","19,273 ","13,448 ","13,068 ","11,279 ","6,792 ","123,292 ","25,500 ","9,203 ","12,066 ","16,946 ","18,095 ","15,660 ","12,933 ","5,468 ","14,106 ","3,886 ","4,047 ","10,478 ","4,329 ","2,016 ","1,211 ","5,550 ","5,436 ","6,557 ","24,536 ","4,596 ","7,488 ","4,068 ","11,144 ","10,227 ","18,317 ","25,516 ","19,574 ","12,709 ","16,375 ","40,956 ","7,598 ","18,008 ","17,264 ","9,566 ","35,278 ","9,997 ","8,715 ","5,390 ","12,281 ","7,082 ","15,369 ","7,685 ","6,371 ","6,417 ","10,324 ","8,420 ","8,568 ","11,124 ","5,329 ","5,044 ","3,509 ","1,672 ","4,834 ","4,975 ","5,804 ","9,268 ","8,192 ","11,604 ","13,506 ","7,233 ","6,220 ","6,542 ","6,566 ","6,900 ","5,319 ","5,381 ",500 ,"1,596 ","1,863 ","2,980 ",673 ,676 ,"1,259 ","8,250 ","1,527 ","2,213 ","2,209 ",
2020/3/2,"3,859 ","13,855 ","37,682 ","33,601 ","24,536 ","14,040 ","11,042 ","3,845 ","3,131 ","12,856 ","2,578 ","4,219 ","4,024 ","9,326 ","8,557 ","17,950 ","17,229 ","5,663 ","8,235 ","2,997 ","8,244 ","8,037 ","4,864 ","29,056 ","2,923 ","11,655 ","10,410 ","15,571 ","22,409 ","15,552 ","8,958 ","24,638 ","15,237 ","30,675 ","23,354 ","10,917 ","32,535 ","24,147 ","24,382 ","20,280 ","21,748 ","111,953 ","30,975 ","18,222 ","22,949 ","22,895 ","25,707 ","24,761 ","20,917 ","12,239 ","27,685 ","6,636 ","8,045 ","16,428 ","4,672 ","3,312 ","3,279 ","13,042 ","8,576 ","9,219 ","29,955 ","9,570 ","11,969 ","6,988 ","20,778 ","24,743 ","27,733 ","31,239 ","37,737 ","23,381 ","23,323 ","47,437 ","19,795 ","28,013 ","27,908 ","17,145 ","52,158 ","18,731 ","14,672 ","13,375 ","17,373 ","13,890 ","24,861 ","16,703 ","7,300 ","10,552 ","36,194 ","21,626 ","22,393 ","21,992 ","13,568 ","10,248 ","6,012 ","5,042 ","5,817 ","9,938 ","8,720 ","12,497 ","16,036 ","26,421 ","20,471 ","14,427 ","11,587 ","11,213 ","12,218 ","11,183 ","11,172 ","9,746 ",795 ,"1,855 ","2,593 ","3,573 ","1,476 ","2,259 ","1,990 ","6,195 ","1,972 ","2,536 ","3,010 ",
2020/3/3,"3,605 ","14,210 ","38,453 ","34,874 ","25,206 ","14,377 ","11,397 ","3,971 ","3,134 ","13,209 ","2,629 ","4,371 ","4,730 ","9,618 ","9,151 ","18,645 ","17,395 ","5,652 ","8,481 ","3,181 ","8,123 ","8,165 ","5,409 ","29,095 ","3,303 ","12,111 ","10,561 ","15,940 ","22,638 ","16,066 ","9,265 ","25,280 ","15,709 ","31,929 ","24,547 ","11,048 ","33,241 ","24,991 ","25,132 ","20,655 ","21,894 ","100,729 ","32,366 ","18,512 ","23,087 ","23,571 ","26,982 ","25,918 ","21,662 ","12,348 ","27,994 ","6,705 ","8,245 ","17,007 ","4,838 ","3,597 ","3,412 ","13,518 ","8,562 ","9,658 ","30,685 ","9,522 ","11,859 ","7,000 ","21,109 ","25,054 ","28,465 ","30,804 ","38,775 ","24,054 ","23,927 ","48,032 ","21,377 ","28,813 ","28,891 ","17,692 ","51,408 ","19,447 ","14,955 ","13,937 ","16,506 ","14,025 ","22,751 ","16,960 ","7,746 ","10,586 ","36,998 ","22,042 ","22,782 ","22,466 ","13,844 ","10,334 ","6,053 ","5,070 ","6,010 ","10,189 ","8,581 ","12,253 ","16,357 ","26,855 ","20,950 ","14,636 ","11,704 ","11,524 ","12,358 ","11,471 ","11,336 ","10,001 ",809 ,"1,907 ","2,627 ","3,479 ","1,483 ","2,363 ","2,056 ","5,823 ","1,980 ","2,672 ","3,062 ",
2020/3/4,"3,771 ","14,414 ","39,016 ","36,587 ","25,957 ","14,867 ","11,796 ","4,050 ","3,236 ","13,208 ","2,496 ","4,292 ","4,285 ","10,087 ","9,036 ","18,866 ","17,829 ","5,627 ","8,498 ","3,040 ","8,312 ","8,222 ","5,867 ","28,945 ","3,456 ","11,789 ","10,752 ","15,871 ","23,050 ","16,094 ","9,348 ","26,069 ","16,089 ","32,670 ","24,873 ","11,247 ","33,377 ","24,869 ","25,064 ","20,768 ","21,847 ","102,753 ","33,707 ","18,306 ","23,101 ","23,315 ","26,600 ","25,450 ","21,390 ","12,369 ","28,430 ","6,805 ","8,295 ","16,937 ","4,881 ","3,536 ","3,461 ","13,327 ","8,568 ","9,353 ","29,294 ","9,577 ","11,724 ","7,016 ","21,139 ","24,854 ","28,491 ","31,418 ","38,998 ","24,388 ","23,660 ","49,229 ","21,884 ","29,759 ","29,987 ","18,303 ","53,059 ","19,744 ","15,174 ","13,919 ","17,079 ","13,798 ","23,401 ","17,421 ","7,412 ","10,599 ","38,001 ","22,691 ","23,152 ","22,524 ","13,684 ","10,316 ","6,183 ","5,110 ","5,947 ","10,185 ","8,770 ","12,249 ","16,539 ","27,573 ","21,828 ","14,590 ","11,762 ","11,540 ","12,430 ","11,587 ","11,193 ","9,915 ",816 ,"1,899 ","2,693 ","3,576 ","1,492 ","2,350 ","2,192 ","5,734 ","2,042 ","2,543 ","3,025 ",
2020/3/5,"3,803 ","14,503 ","39,961 ","37,428 ","26,101 ","15,276 ","12,037 ","4,182 ","3,396 ","13,349 ","2,505 ","4,288 ","4,277 ","9,908 ","9,383 ","19,243 ","17,981 ","5,759 ","8,709 ","2,919 ","8,584 ","8,320 ","5,861 ","29,241 ","3,290 ","11,711 ","10,796 ","15,803 ","23,194 ","16,363 ","9,762 ","26,405 ","16,307 ","33,023 ","25,066 ","11,150 ","34,406 ","25,359 ","25,720 ","21,029 ","21,449 ","104,265 ","34,214 ","17,940 ","23,393 ","23,251 ","26,866 ","25,261 ","21,888 ","12,373 ","27,895 ","6,916 ","8,142 ","16,500 ","4,774 ","3,648 ","3,341 ","13,411 ","8,442 ","9,396 ","29,092 ","9,512 ","11,643 ","6,973 ","21,375 ","25,299 ","28,714 ","32,067 ","39,363 ","24,469 ","23,930 ","49,452 ","22,123 ","30,380 ","30,505 ","18,767 ","54,103 ","20,020 ","15,513 ","13,956 ","17,032 ","13,688 ","23,065 ","17,940 ","7,224 ","10,731 ","38,676 ","22,886 ","23,751 ","22,864 ","14,021 ","10,325 ","6,044 ","5,339 ","6,119 ","10,755 ","9,341 ","12,605 ","16,966 ","27,839 ","22,027 ","14,732 ","11,991 ","12,034 ","12,804 ","11,761 ","11,227 ","10,108 ",851 ,"2,139 ","2,925 ","4,009 ","1,580 ","2,491 ","2,309 ","6,048 ","2,018 ","2,801 ","3,063 ",
2020/3/6,"4,249 ","14,701 ","39,904 ","41,595 ","26,274 ","15,462 ","12,125 ","4,180 ","3,351 ","14,805 ","2,752 ","4,496 ","5,393 ","10,284 ","9,847 ","19,331 ","18,014 ","6,272 ","9,406 ","3,316 ","9,074 ","8,758 ","5,459 ","30,450 ","4,662 ","13,104 ","11,371 ","17,121 ","24,202 ","17,077 ","9,862 ","30,091 ","17,646 ","34,175 ","26,573 ","11,285 ","35,079 ","26,588 ","26,311 ","21,426 ","21,563 ","122,530 ","37,991 ","18,888 ","24,046 ","25,969 ","30,002 ","28,405 ","23,163 ","12,627 ","29,989 ","7,237 ","8,615 ","18,965 ","5,345 ","3,750 ","3,425 ","14,386 ","9,090 ","11,054 ","35,523 ","9,980 ","12,820 ","7,505 ","22,374 ","25,521 ","30,679 ","35,245 ","41,154 ","25,165 ","25,567 ","56,522 ","21,505 ","32,353 ","33,612 ","19,881 ","59,342 ","20,877 ","15,933 ","14,803 ","18,597 ","14,747 ","24,500 ","18,473 ","8,223 ","11,478 ","38,081 ","23,352 ","23,738 ","23,749 ","15,389 ","10,963 ","6,308 ","5,268 ","6,316 ","10,488 ","9,322 ","14,487 ","17,243 ","28,140 ","23,666 ","15,075 ","12,248 ","12,060 ","12,847 ","12,162 ","12,191 ","10,779 ",865 ,"2,058 ","2,861 ","4,012 ","1,709 ","2,522 ","2,260 ","7,126 ","2,040 ","2,892 ","3,542 ",
2020/3/7,"2,200 ","8,546 ","19,406 ","37,124 ","14,155 ","9,447 ","7,356 ","3,301 ","2,354 ","7,846 ","1,636 ","2,934 ","6,133 ","6,000 ","8,247 ","5,716 ","6,281 ","3,264 ","7,837 ","3,357 ","5,022 ","5,860 ","1,929 ","15,554 ","5,539 ","12,242 ","8,111 ","11,914 ","15,204 ","12,458 ","7,792 ","27,434 ","14,281 ","24,757 ","18,376 ","4,236 ","26,533 ","18,406 ","17,985 ","14,988 ","9,163 ","105,041 ","35,071 ","13,934 ","15,210 ","21,907 ","24,503 ","21,081 ","16,876 ","7,802 ","20,534 ","5,584 ","5,453 ","14,288 ","4,986 ","2,703 ","1,618 ","7,825 ","7,309 ","7,648 ","30,722 ","5,685 ","8,507 ","5,336 ","15,053 ","14,614 ","24,630 ","26,352 ","27,329 ","17,878 ","20,884 ","54,552 ","11,439 ","26,398 ","27,022 ","14,429 ","42,870 ","13,562 ","11,991 ","7,409 ","11,137 ","9,139 ","17,480 ","11,233 ","8,633 ","8,690 ","15,472 ","11,424 ","12,264 ","14,617 ","8,030 ","7,242 ","4,820 ","2,094 ","4,991 ","7,340 ","7,640 ","10,509 ","11,372 ","16,022 ","18,363 ","9,940 ","8,447 ","8,599 ","8,706 ","8,872 ","6,863 ","7,269 ",525 ,"1,994 ","2,244 ","3,780 ",893 ,"1,030 ","1,740 ","6,412 ","2,026 ","3,144 ","2,272 ",
2020/3/8,"2,267 ","6,468 ","15,399 ","28,032 ","11,079 ","7,733 ","5,771 ","3,065 ","1,858 ","5,723 ","1,466 ","2,419 ","5,821 ","4,452 ","6,685 ","4,773 ","4,805 ","2,774 ","6,391 ","2,923 ","4,002 ","4,663 ","1,755 ","12,784 ","4,922 ","11,046 ","6,622 ","9,718 ","12,263 ","11,793 ","6,561 ","23,121 ","11,567 ","18,879 ","14,308 ","3,072 ","21,666 ","14,794 ","14,929 ","12,338 ","7,399 ","103,510 ","27,835 ","9,809 ","13,153 ","19,558 ","19,889 ","16,985 ","14,108 ","5,947 ","15,628 ","4,277 ","4,621 ","12,171 ","4,068 ","2,389 ","1,286 ","6,462 ","6,057 ","6,983 ","27,942 ","4,948 ","8,091 ","4,524 ","12,326 ","11,274 ","20,455 ","24,246 ","21,677 ","14,269 ","18,793 ","45,709 ","9,033 ","20,160 ","19,844 ","11,117 ","37,623 ","10,756 ","9,526 ","6,326 ","10,782 ","7,991 ","14,188 ","8,506 ","7,427 ","7,000 ","11,279 ","9,174 ","9,781 ","12,137 ","5,706 ","5,872 ","3,898 ","1,764 ","4,341 ","5,580 ","6,114 ","9,574 ","8,769 ","13,496 ","14,739 ","8,273 ","6,702 ","7,068 ","6,805 ","7,214 ","5,772 ","5,842 ",484 ,"1,796 ","1,984 ","3,256 ",823 ,829 ,"1,356 ","6,540 ","1,662 ","2,410 ","1,988 ",
2020/3/9,"3,694 ","14,089 ","37,710 ","34,364 ","24,629 ","14,396 ","11,285 ","3,984 ","3,196 ","12,833 ","2,597 ","4,246 ","4,293 ","9,637 ","8,732 ","18,032 ","17,399 ","5,664 ","8,611 ","3,209 ","8,089 ","8,069 ","5,202 ","28,791 ","3,709 ","12,362 ","10,461 ","15,630 ","22,668 ","15,714 ","9,083 ","24,584 ","15,175 ","30,968 ","23,355 ","10,930 ","32,798 ","24,444 ","24,716 ","20,454 ","21,484 ","107,353 ","31,479 ","17,716 ","22,581 ","23,504 ","26,490 ","24,927 ","21,140 ","12,210 ","27,312 ","6,717 ","8,270 ","16,710 ","4,560 ","3,450 ","3,189 ","13,051 ","8,595 ","9,415 ","30,806 ","9,340 ","12,150 ","7,094 ","21,179 ","24,619 ","28,073 ","31,790 ","37,824 ","23,622 ","23,681 ","47,886 ","19,555 ","28,475 ","28,518 ","17,530 ","51,843 ","18,772 ","14,784 ","13,731 ","16,693 ","13,875 ","22,356 ","16,752 ","7,428 ","10,454 ","36,147 ","21,349 ","22,569 ","22,452 ","13,308 ","10,312 ","5,993 ","5,013 ","5,848 ","9,949 ","8,514 ","12,557 ","16,119 ","26,800 ","20,556 ","14,370 ","11,698 ","11,366 ","12,246 ","11,208 ","11,248 ","9,839 ",817 ,"1,803 ","2,578 ","3,648 ","1,482 ","2,288 ","2,150 ","6,095 ","1,885 ","2,608 ","3,010 ",
2020/3/10,"3,648 ","14,697 ","40,399 ","36,404 ","26,115 ","15,079 ","11,748 ","4,218 ","3,283 ","13,394 ","2,531 ","4,292 ","3,944 ","9,807 ","8,859 ","19,181 ","17,739 ","5,744 ","8,531 ","2,883 ","8,386 ","8,242 ","5,548 ","28,965 ","3,692 ","11,618 ","10,727 ","15,992 ","23,250 ","16,044 ","9,685 ","25,371 ","16,151 ","32,620 ","24,200 ","11,551 ","34,447 ","25,762 ","25,860 ","20,886 ","21,956 ","102,903 ","32,984 ","18,208 ","22,897 ","22,601 ","26,212 ","25,475 ","21,493 ","12,366 ","27,361 ","6,949 ","8,344 ","16,225 ","4,588 ","3,535 ","3,409 ","13,184 ","8,241 ","9,193 ","28,384 ","9,456 ","11,602 ","6,996 ","21,288 ","25,412 ","28,774 ","32,870 ","39,150 ","24,266 ","23,575 ","48,830 ","21,812 ","30,031 ","30,277 ","18,336 ","53,811 ","20,220 ","15,315 ","13,954 ","17,245 ","13,512 ","22,820 ","17,729 ","7,217 ","10,615 ","38,337 ","22,503 ","23,435 ","22,518 ","14,155 ","10,487 ","6,020 ","5,298 ","6,118 ","10,845 ","9,539 ","12,617 ","16,941 ","28,026 ","21,318 ","14,726 ","11,678 ","12,026 ","12,947 ","11,881 ","11,463 ","10,094 ",815 ,"2,160 ","2,950 ","4,009 ","1,595 ","2,575 ","2,380 ","5,893 ","1,988 ","2,806 ","3,149 ",
