"　　　　車站
日期",松山機場,中山國中,南京復興,忠孝復興,大安,科技大樓,六張犁,麟光,辛亥,萬芳醫院,萬芳社區,木柵,動物園,大直,劍南路,西湖,港墘,文德,內湖,大湖公園,葫洲,東湖,南港軟體園區,南港展覽館,小碧潭,新店,新店區公所,七張,大坪林,景美,萬隆,公館,台電大樓,古亭,中正紀念堂,小南門,頂溪,永安市場,景安,南勢角,台大醫院,台北車站,中山,雙連,民權西路,圓山,劍潭,士林,芝山,明德,石牌,唭哩岸,奇岩,北投,新北投,復興崗,忠義,關渡,竹圍,紅樹林,淡水,頂埔,永寧,土城,海山,亞東醫院,府中,BL板橋,新埔,江子翠,龍山寺,西門,善導寺,忠孝新生,忠孝敦化,國父紀念館,市政府,永春,後山埤,昆陽,南港,象山,台北101/世貿,信義安和,大安森林公園,北門,松江南京,台北小巨蛋,南京三民,松山,輔大,新莊,頭前庄,先嗇宮,三重,菜寮,台北橋,大橋頭,中山國小,行天宮,東門,蘆洲,三民高中,徐匯中學,三和國中,三重國小,迴龍,丹鳳,十四張,秀朗橋,景平,中和,橋和,中原,板新,Y板橋,新埔民生,幸福,新北產業園區,
2020/12/1,"3,960 ","15,355 ","45,073 ","39,746 ","27,598 ","16,140 ","12,295 ","4,007 ","3,107 ","15,151 ","2,117 ","4,852 ","4,379 ","10,915 ","10,548 ","19,741 ","18,533 ","5,953 ","9,715 ","2,972 ","9,190 ","8,980 ","6,865 ","29,352 ","3,447 ","10,815 ","12,955 ","17,347 ","25,454 ","17,564 ","10,117 ","27,357 ","17,814 ","34,723 ","24,558 ","11,990 ","38,321 ","27,410 ","27,351 ","20,898 ","25,819 ","115,062 ","37,594 ","21,553 ","24,178 ","26,361 ","26,295 ","27,772 ","26,230 ","13,351 ","32,352 ","6,947 ","8,477 ","19,012 ","4,932 ","3,724 ","3,665 ","14,477 ","9,765 ","12,060 ","29,299 ","9,138 ","13,311 ","7,906 ","23,123 ","24,833 ","27,319 ","43,124 ","41,201 ","27,207 ","25,722 ","52,048 ","24,466 ","30,610 ","33,605 ","21,351 ","62,310 ","21,811 ","16,446 ","15,732 ","19,656 ","13,070 ","26,293 ","20,220 ","7,307 ","11,374 ","40,573 ","26,827 ","25,466 ","22,690 ","15,872 ","11,549 ","5,695 ","5,369 ","6,572 ","11,064 ","10,048 ","12,340 ","17,806 ","29,823 ","23,338 ","14,081 ","12,540 ","13,229 ","12,770 ","12,376 ","11,379 ","9,722 ","1,189 ","2,589 ","3,969 ","4,777 ","2,101 ","3,264 ","2,896 ","7,648 ","2,286 ","3,643 ","4,088 ",
2020/12/2,"4,036 ","15,594 ","45,391 ","41,706 ","27,500 ","15,981 ","12,414 ","4,097 ","3,240 ","15,251 ","2,169 ","4,883 ","4,652 ","10,864 ","10,920 ","20,046 ","18,589 ","6,161 ","10,061 ","3,195 ","9,383 ","9,077 ","6,933 ","30,009 ","3,488 ","11,484 ","13,259 ","17,656 ","26,241 ","18,110 ","10,395 ","28,116 ","18,602 ","35,542 ","25,879 ","12,136 ","39,096 ","27,964 ","27,630 ","21,301 ","26,122 ","119,391 ","40,079 ","22,473 ","24,404 ","27,015 ","27,335 ","29,839 ","26,316 ","13,273 ","33,558 ","7,263 ","8,619 ","19,994 ","5,178 ","3,823 ","3,749 ","14,867 ","9,889 ","12,779 ","30,378 ","9,204 ","13,774 ","8,090 ","23,631 ","25,202 ","28,153 ","44,848 ","41,685 ","27,455 ","27,287 ","56,051 ","25,458 ","31,677 ","35,392 ","22,556 ","64,141 ","22,039 ","16,830 ","16,185 ","20,014 ","13,628 ","29,929 ","20,484 ","7,960 ","11,716 ","41,021 ","27,328 ","25,791 ","23,694 ","15,709 ","11,824 ","5,938 ","5,378 ","6,704 ","11,080 ","10,127 ","12,512 ","17,834 ","31,003 ","24,358 ","14,264 ","13,050 ","13,447 ","12,718 ","12,408 ","11,624 ","9,860 ","1,262 ","2,673 ","4,115 ","4,650 ","2,116 ","3,366 ","3,001 ","7,830 ","2,492 ","3,628 ","4,212 ",
2020/12/3,"4,113 ","15,672 ","46,210 ","42,765 ","27,487 ","16,599 ","12,381 ","4,004 ","3,226 ","15,491 ","2,286 ","4,936 ","4,484 ","10,847 ","11,251 ","19,826 ","18,794 ","6,172 ","10,224 ","3,175 ","9,550 ","9,068 ","6,940 ","36,626 ","3,664 ","11,434 ","13,386 ","17,711 ","25,514 ","18,135 ","10,720 ","28,552 ","18,544 ","35,326 ","25,720 ","11,968 ","38,986 ","28,278 ","27,869 ","21,276 ","26,144 ","126,188 ","40,403 ","22,121 ","24,245 ","27,014 ","27,024 ","29,130 ","27,160 ","13,403 ","32,728 ","7,052 ","8,526 ","19,708 ","5,425 ","3,710 ","3,594 ","14,379 ","9,882 ","12,053 ","29,710 ","9,278 ","13,645 ","8,070 ","23,683 ","25,017 ","28,287 ","45,404 ","41,507 ","27,587 ","27,192 ","55,539 ","25,690 ","31,854 ","36,159 ","21,913 ","66,160 ","22,260 ","16,977 ","16,514 ","22,672 ","13,243 ","29,691 ","20,572 ","7,765 ","11,701 ","40,842 ","27,779 ","26,015 ","23,099 ","15,877 ","11,737 ","5,798 ","5,316 ","6,632 ","11,256 ","10,085 ","12,656 ","18,035 ","30,676 ","24,192 ","14,485 ","12,931 ","13,701 ","13,200 ","12,552 ","11,395 ","9,711 ","1,228 ","2,594 ","4,113 ","4,799 ","2,082 ","3,162 ","2,949 ","7,975 ","2,350 ","3,734 ","4,059 ",
2020/12/4,"4,947 ","16,329 ","48,733 ","50,428 ","29,665 ","17,376 ","13,092 ","4,224 ","3,339 ","15,630 ","2,361 ","5,155 ","4,847 ","11,153 ","13,421 ","19,705 ","18,926 ","6,580 ","10,908 ","3,301 ","9,881 ","9,687 ","7,064 ","38,840 ","3,928 ","11,671 ","13,793 ","18,902 ","27,847 ","19,074 ","11,408 ","31,565 ","20,189 ","37,029 ","28,087 ","12,278 ","40,808 ","29,121 ","28,669 ","21,828 ","26,462 ","173,227 ","49,565 ","23,875 ","25,653 ","30,993 ","28,728 ","31,318 ","28,348 ","13,664 ","34,446 ","7,400 ","9,088 ","20,991 ","6,277 ","4,002 ","3,472 ","14,367 ","10,461 ","12,875 ","31,866 ","9,820 ","15,674 ","8,732 ","25,090 ","25,614 ","32,793 ","58,281 ","43,766 ","29,620 ","32,442 ","71,046 ","27,296 ","37,111 ","41,664 ","25,516 ","80,409 ","23,435 ","18,391 ","16,866 ","28,016 ","14,407 ","34,941 ","22,286 ","8,396 ","13,183 ","43,268 ","29,524 ","27,365 ","24,844 ","15,881 ","12,974 ","6,409 ","5,551 ","7,166 ","11,360 ","11,069 ","13,474 ","19,354 ","31,948 ","26,625 ","15,194 ","13,704 ","14,569 ","13,605 ","13,094 ","11,891 ","10,365 ","1,217 ","2,946 ","4,232 ","5,277 ","2,251 ","3,294 ","3,085 ","11,077 ","2,668 ","4,196 ","4,789 ",
2020/12/5,"2,814 ","10,738 ","29,125 ","49,062 ","18,098 ","12,219 ","8,730 ","3,604 ","2,692 ","9,389 ","1,669 ","3,290 ","6,271 ","7,558 ","14,251 ","5,785 ","7,391 ","4,360 ","8,936 ","3,224 ","6,113 ","7,016 ","2,919 ","26,288 ","4,131 ","11,314 ","10,514 ","14,780 ","19,730 ","15,833 ","9,504 ","31,318 ","17,296 ","28,822 ","27,463 ","6,761 ","33,187 ","23,188 ","22,371 ","18,159 ","12,218 ","167,727 ","53,454 ","19,976 ","17,939 ","31,032 ","26,434 ","32,663 ","25,473 ","10,518 ","26,154 ","6,355 ","6,184 ","17,592 ","7,681 ","3,481 ","1,796 ","9,082 ","8,704 ","11,679 ","31,557 ","7,182 ","13,927 ","7,832 ","20,058 ","18,498 ","35,280 ","87,068 ","35,836 ","25,018 ","37,560 ","88,931 ","18,030 ","33,125 ","38,624 ","21,963 ","75,429 ","17,566 ","15,916 ","10,091 ","20,740 ","10,365 ","34,759 ","15,376 ","9,470 ","11,419 ","26,059 ","22,058 ","16,351 ","17,489 ","14,191 ","11,593 ","6,527 ","2,707 ","7,313 ","9,667 ","10,208 ","11,354 ","14,694 ","21,820 ","22,701 ","12,058 ","10,733 ","12,320 ","10,932 ","11,063 ","9,176 ","8,755 ",928 ,"2,906 ","3,611 ","5,229 ","1,632 ","1,548 ","2,468 ","16,680 ","2,536 ","4,386 ","4,561 ",
2020/12/6,"3,091 ","9,791 ","21,138 ","36,780 ","15,618 ","10,861 ","7,041 ","3,364 ","2,225 ","7,818 ","1,393 ","2,595 ","5,898 ","6,349 ","10,701 ","4,966 ","6,692 ","3,666 ","7,525 ","2,652 ","5,365 ","5,863 ","2,365 ","19,932 ","4,083 ","10,227 ","9,157 ","12,508 ","16,053 ","15,060 ","8,503 ","32,822 ","15,492 ","24,260 ","20,822 ","4,482 ","28,626 ","19,671 ","18,945 ","15,439 ","9,977 ","156,559 ","41,761 ","13,656 ","16,470 ","29,384 ","23,077 ","29,824 ","22,332 ","8,115 ","22,819 ","5,918 ","5,134 ","16,149 ","6,724 ","2,825 ","1,451 ","7,992 ","7,518 ","11,534 ","31,872 ","6,268 ","11,194 ","5,852 ","16,656 ","13,760 ","26,738 ","59,057 ","31,812 ","21,070 ","37,494 ","67,553 ","14,467 ","26,497 ","28,178 ","17,624 ","61,561 ","14,940 ","13,579 ","8,786 ","18,492 ","8,178 ","28,924 ","11,192 ","8,625 ","8,921 ","16,071 ","18,661 ","12,925 ","13,809 ","7,934 ","8,078 ","4,873 ","2,107 ","5,814 ","6,949 ","8,317 ","9,400 ","11,123 ","16,870 ","18,391 ","9,776 ","8,968 ","9,764 ","8,927 ","9,470 ","7,264 ","7,194 ",780 ,"2,478 ","3,117 ","4,759 ","1,121 ","1,129 ","1,817 ","11,465 ","2,256 ","3,390 ","3,674 ",
2020/12/7,"4,264 ","14,897 ","43,244 ","39,587 ","26,517 ","15,255 ","12,077 ","4,004 ","3,169 ","15,011 ","2,108 ","4,863 ","5,178 ","10,466 ","10,448 ","19,174 ","17,967 ","5,795 ","9,654 ","3,156 ","9,207 ","8,877 ","6,525 ","28,314 ","3,484 ","11,199 ","12,956 ","17,483 ","24,709 ","17,741 ","10,096 ","27,770 ","17,313 ","33,851 ","23,315 ","11,368 ","37,372 ","26,896 ","27,004 ","20,873 ","25,114 ","123,264 ","38,365 ","22,009 ","23,449 ","27,117 ","26,932 ","30,257 ","23,349 ","13,412 ","32,162 ","6,926 ","7,996 ","19,406 ","5,138 ","3,631 ","3,638 ","14,343 ","9,670 ","12,791 ","31,474 ","9,197 ","13,566 ","8,123 ","23,136 ","24,684 ","28,264 ","47,994 ","40,679 ","26,893 ","26,466 ","54,009 ","23,875 ","29,954 ","33,304 ","20,751 ","64,147 ","21,148 ","17,006 ","16,058 ","19,926 ","13,389 ","26,954 ","19,637 ","7,493 ","11,487 ","38,099 ","23,792 ","24,772 ","22,329 ","11,186 ","10,938 ","5,750 ","5,155 ","6,485 ","10,182 ","9,877 ","12,059 ","17,067 ","29,311 ","22,637 ","14,050 ","12,766 ","13,082 ","12,536 ","12,097 ","11,283 ","9,673 ","1,158 ","2,546 ","3,907 ","4,679 ","2,066 ","3,181 ","2,788 ","8,658 ","2,301 ","3,606 ","4,162 ",
2020/12/8,"4,135 ","15,561 ","46,215 ","42,044 ","28,278 ","16,052 ","12,456 ","4,083 ","3,160 ","15,292 ","2,124 ","4,950 ","4,772 ","10,942 ","11,116 ","20,145 ","18,697 ","6,121 ","9,852 ","3,212 ","9,326 ","9,078 ","6,978 ","29,454 ","3,582 ","11,303 ","13,381 ","17,826 ","25,454 ","18,114 ","10,337 ","27,827 ","18,126 ","35,572 ","25,567 ","12,281 ","38,568 ","28,006 ","27,450 ","21,294 ","26,360 ","119,630 ","39,950 ","22,325 ","24,459 ","27,748 ","26,817 ","30,212 ","23,674 ","13,759 ","33,258 ","6,942 ","8,376 ","19,853 ","5,212 ","3,779 ","3,601 ","14,577 ","9,834 ","12,436 ","30,014 ","9,128 ","13,787 ","8,143 ","23,528 ","25,002 ","28,715 ","45,605 ","41,920 ","27,818 ","26,649 ","55,110 ","25,078 ","31,088 ","34,851 ","21,543 ","64,010 ","22,294 ","16,661 ","16,014 ","19,865 ","13,404 ","27,050 ","20,662 ","7,891 ","11,841 ","41,101 ","25,218 ","25,958 ","23,072 ","16,237 ","11,792 ","5,931 ","5,535 ","6,667 ","11,068 ","10,223 ","12,240 ","17,929 ","29,938 ","23,903 ","14,192 ","12,907 ","13,598 ","12,837 ","12,402 ","11,544 ","9,829 ","1,204 ","2,602 ","4,016 ","4,643 ","2,147 ","3,261 ","2,942 ","8,002 ","2,428 ","3,649 ","4,094 ",
2020/12/9,"4,146 ","16,044 ","46,884 ","44,457 ","28,391 ","16,650 ","12,623 ","4,136 ","3,263 ","15,474 ","2,222 ","4,922 ","4,461 ","11,059 ","11,723 ","20,263 ","19,016 ","6,199 ","10,056 ","3,146 ","9,499 ","9,212 ","6,961 ","30,208 ","3,742 ","11,222 ","13,370 ","17,960 ","25,743 ","18,114 ","10,640 ","28,329 ","18,550 ","36,457 ","26,547 ","12,205 ","39,204 ","28,342 ","27,913 ","21,480 ","26,364 ","122,107 ","42,068 ","22,968 ","24,413 ","26,712 ","26,894 ","28,478 ","24,182 ","13,359 ","32,991 ","6,982 ","8,370 ","19,786 ","5,324 ","3,843 ","3,738 ","14,814 ","9,907 ","12,192 ","29,483 ","9,123 ","13,528 ","8,029 ","23,711 ","25,249 ","28,748 ","45,933 ","42,088 ","27,975 ","26,317 ","56,946 ","26,169 ","31,994 ","36,074 ","22,285 ","66,557 ","22,668 ","17,065 ","16,158 ","20,624 ","13,093 ","27,941 ","20,853 ","7,738 ","12,031 ","42,208 ","25,201 ","26,518 ","23,444 ","15,769 ","12,058 ","5,982 ","5,550 ","6,720 ","11,177 ","10,482 ","12,643 ","18,306 ","31,325 ","24,545 ","14,474 ","13,072 ","13,617 ","13,273 ","12,569 ","11,569 ","9,857 ","1,215 ","2,720 ","4,153 ","4,833 ","2,186 ","3,457 ","3,058 ","8,051 ","2,507 ","3,816 ","4,326 ",
2020/12/10,"4,339 ","15,826 ","46,678 ","44,516 ","28,689 ","16,259 ","12,503 ","4,049 ","3,333 ","15,443 ","2,208 ","4,858 ","4,695 ","11,237 ","11,271 ","20,130 ","18,814 ","6,130 ","10,185 ","3,282 ","9,403 ","9,372 ","6,841 ","35,428 ","3,868 ","11,511 ","13,372 ","17,868 ","25,643 ","18,202 ","10,412 ","28,731 ","18,518 ","36,195 ","26,620 ","12,046 ","39,009 ","27,762 ","27,734 ","21,226 ","25,626 ","128,981 ","43,031 ","22,386 ","24,771 ","28,024 ","27,826 ","32,204 ","24,286 ","13,417 ","32,986 ","7,117 ","8,599 ","20,253 ","5,268 ","3,806 ","3,752 ","14,635 ","9,937 ","12,879 ","31,646 ","9,357 ","14,264 ","8,121 ","24,031 ","25,348 ","29,953 ","48,634 ","42,586 ","28,214 ","27,759 ","59,030 ","25,595 ","32,186 ","37,102 ","22,378 ","69,272 ","22,523 ","17,087 ","16,783 ","21,855 ","13,893 ","28,895 ","20,963 ","8,098 ","12,010 ","41,649 ","25,299 ","26,200 ","23,631 ","15,608 ","12,115 ","5,892 ","5,448 ","6,791 ","11,091 ","10,156 ","12,550 ","17,994 ","30,528 ","24,673 ","14,520 ","13,184 ","13,617 ","12,895 ","12,589 ","11,653 ","9,916 ","1,273 ","2,624 ","4,154 ","4,798 ","2,141 ","3,268 ","2,884 ","8,526 ","2,403 ","3,747 ","4,274 ",
