"　　　　車站
日期",松山機場,中山國中,南京復興,忠孝復興,大安,科技大樓,六張犁,麟光,辛亥,萬芳醫院,萬芳社區,木柵,動物園,大直,劍南路,西湖,港墘,文德,內湖,大湖公園,葫洲,東湖,南港軟體園區,南港展覽館,小碧潭,新店,新店區公所,七張,大坪林,景美,萬隆,公館,台電大樓,古亭,中正紀念堂,小南門,頂溪,永安市場,景安,南勢角,台大醫院,台北車站,中山,雙連,民權西路,圓山,劍潭,士林,芝山,明德,石牌,唭哩岸,奇岩,北投,新北投,復興崗,忠義,關渡,竹圍,紅樹林,淡水,頂埔,永寧,土城,海山,亞東醫院,府中,BL板橋,新埔,江子翠,龍山寺,西門,善導寺,忠孝新生,忠孝敦化,國父紀念館,市政府,永春,後山埤,昆陽,南港,象山,台北101/世貿,信義安和,大安森林公園,北門,松江南京,台北小巨蛋,南京三民,松山,輔大,新莊,頭前庄,先嗇宮,三重,菜寮,台北橋,大橋頭,中山國小,行天宮,東門,蘆洲,三民高中,徐匯中學,三和國中,三重國小,迴龍,丹鳳,十四張,秀朗橋,景平,中和,橋和,中原,板新,Y板橋,新埔民生,幸福,新北產業園區
2021/5/1,"3,338","8,609","20,007","42,814","16,408","9,671","8,044","3,816","2,534","8,240","1,944","3,734","9,138","6,549","10,334","5,788","7,090","4,073","8,617","4,232","5,859","6,051","2,343","25,740","3,613","15,917","10,161","13,079","16,390","13,754","8,763","27,274","14,959","24,586","19,144","4,403","28,980","19,966","20,278","16,667","10,351","128,470","43,866","16,035","16,874","33,153","25,729","24,525","20,032","9,063","22,145","6,110","6,689","15,924","5,772","3,148","1,697","9,207","7,830","9,987","38,878","6,189","11,282","6,137","17,173","16,389","27,431","33,624","30,922","19,953","26,662","65,834","13,511","27,917","27,049","16,372","51,872","15,056","13,611","9,638","17,838","10,709","23,458","12,727","11,142","9,544","16,752","11,650","13,314","16,524","8,219","8,928","4,569","2,222","5,388","7,627","8,166","12,483","11,937","17,430","19,555","10,777","9,474","9,688","9,458","9,373","7,875","8,147",847,"2,262","2,760","4,473",976,"1,225","2,016","7,917","1,955","2,990","3,094"
2021/5/2,"3,970","7,177","16,729","33,664","13,137","8,142","6,416","3,393","2,250","6,299","1,563","2,859","6,288","5,030","8,891","5,140","6,347","3,272","6,998","3,440","4,656","4,964","2,110","23,102","3,474","12,917","8,066","11,292","13,968","12,541","7,607","22,973","11,915","19,853","14,687","3,801","23,550","16,499","16,721","14,275","8,135","134,008","35,084","11,997","15,094","28,855","21,011","20,859","17,459","7,249","17,437","5,303","5,357","13,630","4,639","2,604","1,415","7,577","6,772","8,707","32,387","6,002","10,673","5,598","15,159","13,678","23,181","31,618","26,438","17,118","21,814","52,505","12,364","23,431","21,324","12,550","43,798","13,076","11,819","7,038","16,555","8,534","19,470","9,499","9,456","7,536","13,348","11,890","11,059","13,553","6,106","7,463","3,872","1,923","4,582","6,289","6,722","11,406","9,982","14,295","16,176","9,423","7,761","8,352","7,718","7,839","6,621","6,695",717,"1,881","2,431","3,870","1,109","1,157","1,651","9,572","1,633","2,621","2,115"
2021/5/3,"4,811","14,045","37,992","37,914","24,920","14,345","11,232","4,050","3,373","12,693","2,546","4,353","4,658","9,564","10,222","17,099","17,635","5,679","9,131","3,475","8,282","8,338","5,812","28,713","3,091","12,797","11,912","15,605","23,176","16,102","9,718","22,740","14,731","30,237","23,213","10,954","31,475","23,903","25,078","20,023","22,617","117,726","35,201","17,889","23,130","24,541","25,303","25,985","22,348","12,977","29,406","6,994","9,167","17,423","4,318","3,661","3,264","13,483","9,011","10,980","31,163","8,441","12,643","7,936","21,846","25,768","28,612","34,011","38,821","24,713","24,698","49,605","20,241","28,155","29,224","17,640","54,855","19,307","15,301","13,644","18,465","14,277","25,740","17,759","8,080","10,557","36,108","20,611","22,663","22,504","12,968","10,958","5,903","4,986","6,077","9,933","9,006","13,194","16,336","26,519","20,662","14,682","11,833","11,746","12,309","11,252","11,533","10,100","1,556","2,287","3,310","4,371","2,402","3,327","2,863","8,013","2,068","3,511","3,764"
2021/5/4,"4,768","14,713","39,658","38,598","25,823","14,670","11,726","4,292","3,529","13,305","2,718","4,530","4,788","9,807","10,241","17,836","18,421","5,967","9,530","3,475","8,647","8,662","6,412","32,840","2,909","13,199","12,306","16,218","23,945","16,753","10,348","25,189","16,710","32,140","24,442","11,440","32,267","24,601","25,552","20,393","23,786","106,548","36,678","18,502","23,781","25,920","25,511","26,739","23,461","13,269","30,197","7,569","9,280","18,068","4,385","3,861","3,461","14,360","9,227","11,289","31,582","9,520","12,728","7,830","22,117","26,360","30,086","32,846","39,884","25,534","25,452","50,089","21,224","28,944","30,454","18,283","55,527","20,538","15,844","14,122","18,832","14,578","24,381","18,524","8,064","11,050","36,991","22,079","23,428","23,774","13,593","11,437","6,018","5,125","6,227","10,353","9,092","13,130","16,961","27,308","21,942","14,879","12,003","11,984","12,640","11,683","11,917","10,265","1,477","2,240","3,283","4,351","2,303","3,415","2,850","7,189","2,112","3,364","3,998"
2021/5/5,"4,561","15,023","41,179","40,301","26,760","15,041","11,934","4,359","3,512","13,423","2,686","4,439","4,287","10,275","10,455","18,587","18,864","6,092","9,569","3,297","8,880","8,724","6,577","32,815","2,954","12,932","12,478","16,393","24,000","16,733","10,402","26,357","17,070","33,459","25,245","11,740","33,379","25,201","25,822","20,771","23,090","107,409","38,282","18,748","23,936","25,267","25,674","26,907","23,368","13,434","30,091","7,524","9,347","17,728","4,505","3,846","3,517","14,305","9,195","11,093","30,461","9,465","12,266","7,712","22,274","26,330","29,670","33,378","40,233","25,761","25,272","51,638","22,115","30,588","31,312","19,589","56,872","20,805","16,368","14,485","19,228","14,351","24,261","18,967","7,980","11,091","38,633","22,197","23,878","23,101","13,744","11,429","6,275","5,209","6,321","10,776","9,549","13,255","17,422","28,425","22,604","15,122","11,993","12,184","12,924","11,856","12,017","10,309","1,510","2,358","3,406","4,432","2,412","3,530","2,946","7,356","2,139","3,604","4,053"
2021/5/6,"4,197","14,850","40,600","41,360","26,235","15,279","12,100","4,265","3,466","13,264","2,699","4,448","5,058","10,240","10,470","18,265","18,706","5,993","9,490","3,458","8,868","8,739","6,473","35,279","3,185","13,410","12,537","16,342","24,575","16,933","10,441","26,740","17,266","33,765","25,153","11,354","33,241","25,403","26,058","21,036","22,668","110,532","39,570","18,779","24,568","26,164","26,299","28,126","24,073","13,472","30,206","7,561","9,340","18,383","4,573","3,877","3,363","14,343","9,304","11,537","33,066","9,957","12,488","7,973","22,439","26,178","29,547","34,360","40,414","25,892","25,672","51,912","22,228","31,224","32,097","19,737","58,115","20,942","16,162","14,763","19,611","14,837","24,309","18,946","8,303","11,149","37,765","21,992","23,742","23,106","14,013","11,405","6,277","5,197","6,359","10,492","9,221","13,690","17,241","28,440","22,716","14,963","12,124","12,018","12,530","11,566","12,106","10,404","1,538","2,248","3,297","4,375","2,318","3,343","2,803","7,327","2,127","3,475","3,989"
2021/5/7,"4,847","15,587","42,122","48,763","27,578","17,035","12,634","4,664","3,679","14,726","2,783","4,764","5,845","10,978","12,547","18,704","19,188","6,616","10,470","3,720","9,691","9,362","6,535","34,376","3,477","14,313","13,291","17,862","26,242","18,501","11,236","31,185","19,228","35,559","28,125","11,556","35,293","26,479","27,247","21,668","22,826","135,415","46,688","19,981","25,246","27,660","28,965","30,985","26,208","13,541","32,084","7,949","9,836","20,131","5,111","4,032","3,515","15,849","9,827","12,620","38,371","10,077","13,934","8,490","23,527","26,733","32,314","39,204","42,906","27,217","27,676","60,293","23,014","33,792","35,527","21,135","66,157","22,022","17,130","15,481","21,944","15,074","26,956","20,195","8,873","12,193","38,810","23,222","24,990","25,061","15,361","11,787","6,372","5,325","6,843","10,687","10,100","15,684","18,108","30,027","24,626","15,534","12,719","12,831","13,149","12,265","12,904","11,176","1,625","2,526","3,571","4,764","2,423","3,555","2,925","8,882","2,275","3,831","4,512"
2021/5/8,"2,952","8,740","21,495","42,377","14,763","9,900","7,652","3,806","2,513","7,936","1,802","3,126","4,600","6,230","10,288","5,026","6,603","3,850","8,384","3,175","5,511","6,056","2,570","20,363","3,241","11,446","9,461","12,947","16,485","14,104","8,688","25,267","14,502","25,431","17,762","4,280","27,376","19,325","19,055","15,896","9,191","112,446","41,664","15,123","15,740","24,677","20,967","21,741","18,961","8,972","20,556","6,342","6,347","14,447","4,378","2,917","1,736","8,213","7,497","8,959","28,248","5,914","9,877","6,022","16,546","16,548","26,935","32,053","30,204","20,003","23,644","56,062","14,969","26,080","27,064","15,295","49,814","16,657","13,531","9,845","16,298","8,347","18,540","11,926","9,434","8,335","16,504","14,277","13,632","14,852","8,275","7,629","4,487","2,146","4,781","6,753","7,931","11,666","11,922","16,912","18,746","10,302","9,677","9,284","9,083","9,285","7,275","7,494",832,"2,182","2,746","4,078","1,157","1,305","1,900","7,405","1,840","2,957","2,735"
2021/5/9,"3,430","6,508","15,390","33,606","10,440","8,529","5,675","3,151","2,169","5,538","1,387","3,126","3,944","4,567","7,591","3,763","4,707","2,844","6,173","2,726","4,155","4,654","2,232","16,130","3,307","11,233","7,587","10,682","13,513","11,924","7,319","19,045","11,297","18,451","12,241","3,240","21,153","15,016","15,242","13,017","7,008","123,237","32,848","10,661","14,389","22,332","17,169","16,864","16,041","6,667","16,266","5,038","5,690","12,329","3,690","2,371","1,332","6,466","6,306","7,946","26,899","5,402","9,096","4,921","13,799","12,021","20,662","28,833","23,819","15,683","19,466","44,676","10,731","20,752","19,388","11,045","43,469","11,764","11,265","6,607","14,651","7,625","14,849","8,732","8,326","6,515","12,964","10,526","9,776","11,949","5,024","5,743","3,395","1,738","4,049","5,317","6,150","10,257","9,277","13,043","15,147","8,210","6,820","7,236","7,048","7,314","5,903","5,836",689,"1,635","2,241","3,446",850,"1,076","1,438","8,874","1,521","2,357","2,000"
2021/5/10,"4,533","13,954","38,552","36,868","25,243","14,199","11,286","4,048","3,312","12,861","2,565","4,359","4,213","9,711","10,009","17,609","18,144","5,725","8,877","3,176","8,471","8,381","6,244","28,765","2,969","12,765","12,228","15,667","23,521","16,077","9,717","24,216","15,818","31,245","23,232","11,234","32,457","24,301","25,205","20,426","22,490","121,652","35,732","18,299","23,270","24,457","24,848","25,507","22,531","12,795","28,807","7,143","9,160","17,311","4,331","3,695","3,224","13,269","8,911","10,953","31,017","9,624","12,659","7,935","21,812","25,820","28,537","33,593","38,877","25,078","24,836","50,487","19,000","28,638","29,798","17,819","54,661","18,595","15,592","13,985","18,840","14,273","23,890","17,956","8,023","10,937","36,393","20,959","22,919","22,730","13,298","10,691","6,074","5,149","6,143","9,999","9,024","13,252","16,850","27,705","20,906","14,531","11,853","11,787","12,390","11,230","11,736","10,240","1,622","2,229","3,217","4,458","2,317","3,382","2,900","8,038","2,085","3,417","4,061"
