"　　　　車站
日期",松山機場,中山國中,南京復興,忠孝復興,大安,科技大樓,六張犁,麟光,辛亥,萬芳醫院,萬芳社區,木柵,動物園,大直,劍南路,西湖,港墘,文德,內湖,大湖公園,葫洲,東湖,南港軟體園區,南港展覽館,小碧潭,新店,新店區公所,七張,大坪林,景美,萬隆,公館,台電大樓,古亭,中正紀念堂,小南門,頂溪,永安市場,景安,南勢角,台大醫院,台北車站,中山,雙連,民權西路,圓山,劍潭,士林,芝山,明德,石牌,唭哩岸,奇岩,北投,新北投,復興崗,忠義,關渡,竹圍,紅樹林,淡水,頂埔,永寧,土城,海山,亞東醫院,府中,BL板橋,新埔,江子翠,龍山寺,西門,善導寺,忠孝新生,忠孝敦化,國父紀念館,市政府,永春,後山埤,昆陽,南港,象山,台北101/世貿,信義安和,大安森林公園,北門,松江南京,台北小巨蛋,南京三民,松山,輔大,新莊,頭前庄,先嗇宮,三重,菜寮,台北橋,大橋頭,中山國小,行天宮,東門,蘆洲,三民高中,徐匯中學,三和國中,三重國小,迴龍,丹鳳,十四張,秀朗橋,景平,中和,橋和,中原,板新,Y板橋,新埔民生,幸福,新北產業園區
2021/11/1,"3,268 ","11,865 ","32,577 ","31,148 ","21,891 ","12,386 ","9,704 ","3,599 ","3,002 ","11,684 ","2,328 ","3,956 ","3,624 ","8,736 ","8,811 ","15,762 ","16,494 ","5,421 ","7,790 ","2,889 ","7,592 ","7,581 ","5,661 ","25,145 ","2,894 ","11,195 ","10,717 ","13,395 ","21,180 ","14,473 ","8,490 ","21,084 ","13,223 ","26,493 ","21,144 ","9,024 ","29,355 ","21,537 ","22,561 ","18,286 ","19,567 ","96,289 ","30,527 ","15,773 ","19,959 ","25,551 ","22,221 ","23,781 ","19,549 ","11,794 ","26,319 ","6,456 ","7,977 ","15,789 ","3,965 ","3,245 ","2,963 ","12,728 ","8,239 ","9,779 ","29,345 ","8,358 ","11,157 ","6,981 ","19,744 ","23,299 ","24,084 ","28,358 ","33,968 ","21,844 ","20,389 ","42,069 ","18,592 ","25,914 ","24,494 ","14,925 ","48,516 ","16,949 ","13,275 ","11,909 ","16,005 ","12,619 ","23,192 ","15,426 ","6,637 ","9,031 ","31,455 ","17,880 ","19,990 ","19,419 ","12,777 ","9,624 ","5,575 ","4,670 ","5,860 ","9,506 ","8,031 ","11,445 ","14,014 ","23,287 ","17,388 ","13,006 ","10,954 ","10,595 ","11,139 ","9,994 ","10,955 ","9,174 ","1,435 ","2,073 ","3,062 ","4,020 ","2,106 ","3,151 ","2,576 ","6,932 ","1,921 ","3,088 ","3,968 "
2021/11/2,"3,111 ","12,458 ","34,178 ","33,428 ","22,692 ","12,966 ","10,113 ","3,839 ","3,048 ","11,608 ","2,378 ","3,831 ","3,394 ","9,079 ","9,310 ","16,532 ","16,524 ","5,430 ","8,189 ","2,995 ","7,733 ","7,747 ","5,759 ","25,893 ","2,870 ","11,559 ","11,010 ","13,870 ","21,512 ","15,096 ","8,995 ","22,584 ","13,713 ","27,997 ","22,127 ","9,384 ","30,285 ","22,380 ","23,103 ","18,728 ","20,237 ","91,154 ","31,884 ","16,562 ","20,330 ","24,431 ","23,453 ","24,929 ","20,353 ","11,839 ","26,932 ","6,521 ","8,144 ","16,230 ","4,568 ","3,375 ","3,018 ","13,255 ","8,531 ","9,891 ","29,649 ","8,467 ","11,253 ","7,023 ","20,293 ","24,166 ","25,122 ","28,922 ","35,212 ","22,742 ","20,945 ","43,292 ","19,492 ","26,782 ","25,382 ","15,547 ","49,812 ","17,785 ","13,665 ","12,498 ","16,185 ","12,816 ","21,664 ","15,884 ","6,926 ","9,572 ","32,717 ","18,499 ","20,451 ","20,006 ","13,420 ","9,913 ","5,653 ","4,712 ","6,086 ","9,825 ","8,225 ","11,555 ","14,413 ","23,719 ","18,701 ","13,324 ","11,018 ","10,816 ","11,588 ","10,350 ","11,303 ","9,413 ","1,480 ","2,232 ","3,140 ","4,083 ","2,195 ","3,185 ","2,660 ","6,264 ","1,967 ","3,199 ","4,065 "
2021/11/3,"3,104 ","12,586 ","34,340 ","34,247 ","23,146 ","12,929 ","10,161 ","3,780 ","3,189 ","12,181 ","2,364 ","4,074 ","3,921 ","9,088 ","9,601 ","16,360 ","15,922 ","5,482 ","8,273 ","3,101 ","7,750 ","7,697 ","5,908 ","26,462 ","2,861 ","11,765 ","11,278 ","14,096 ","21,967 ","15,191 ","9,018 ","22,592 ","14,139 ","28,582 ","22,772 ","9,321 ","30,461 ","22,605 ","23,252 ","19,049 ","19,865 ","93,780 ","33,217 ","16,911 ","20,798 ","24,718 ","23,725 ","25,725 ","20,583 ","12,017 ","27,686 ","6,751 ","8,222 ","16,583 ","4,559 ","3,463 ","3,184 ","13,233 ","8,761 ","10,187 ","30,323 ","8,643 ","11,348 ","7,281 ","20,365 ","24,138 ","25,416 ","29,533 ","36,007 ","22,851 ","21,461 ","45,123 ","20,418 ","27,397 ","26,152 ","16,231 ","51,705 ","18,031 ","13,966 ","12,461 ","16,883 ","13,213 ","21,989 ","16,171 ","7,231 ","9,712 ","33,172 ","18,813 ","20,802 ","20,181 ","13,338 ","9,993 ","5,808 ","4,747 ","6,103 ","9,805 ","8,422 ","11,517 ","14,641 ","24,511 ","18,838 ","13,434 ","11,112 ","10,950 ","11,632 ","10,339 ","11,209 ","9,341 ","1,541 ","2,136 ","3,208 ","4,187 ","2,139 ","3,239 ","2,671 ","6,502 ","1,964 ","3,236 ","4,043 "
2021/11/4,"3,295 ","12,534 ","34,978 ","35,465 ","22,982 ","13,333 ","10,171 ","3,716 ","3,198 ","12,250 ","2,331 ","4,024 ","4,109 ","9,280 ","9,514 ","16,575 ","16,474 ","5,638 ","8,313 ","3,017 ","7,845 ","7,769 ","5,870 ","31,394 ","2,895 ","11,649 ","11,141 ","14,100 ","21,863 ","15,241 ","9,081 ","23,238 ","14,280 ","28,727 ","22,995 ","9,290 ","30,575 ","22,747 ","23,278 ","18,950 ","19,288 ","96,177 ","33,398 ","17,030 ","20,879 ","22,129 ","23,563 ","25,975 ","20,769 ","12,025 ","27,390 ","6,801 ","8,322 ","16,430 ","4,760 ","3,385 ","3,204 ","13,294 ","8,662 ","10,215 ","31,137 ","8,555 ","11,329 ","7,150 ","20,393 ","24,148 ","25,440 ","29,414 ","35,500 ","23,021 ","21,212 ","44,753 ","19,844 ","27,821 ","27,135 ","15,751 ","50,537 ","18,202 ","13,877 ","12,927 ","17,849 ","13,008 ","22,776 ","16,166 ","7,079 ","9,619 ","33,472 ","18,505 ","21,047 ","20,220 ","13,332 ","10,036 ","5,840 ","4,770 ","6,063 ","9,884 ","8,524 ","11,721 ","14,651 ","23,967 ","18,831 ","13,634 ","11,298 ","10,986 ","11,828 ","10,450 ","11,355 ","9,511 ","1,607 ","2,166 ","3,134 ","4,232 ","2,075 ","3,169 ","2,651 ","6,417 ","1,926 ","3,230 ","4,106 "
2021/11/5,"3,662 ","13,449 ","36,096 ","42,271 ","23,799 ","14,127 ","10,723 ","4,052 ","3,411 ","13,746 ","2,560 ","4,392 ","5,064 ","10,303 ","11,124 ","17,406 ","17,618 ","6,257 ","9,135 ","3,839 ","8,632 ","8,511 ","6,271 ","39,917 ","3,303 ","12,736 ","12,017 ","15,460 ","23,874 ","16,755 ","10,039 ","27,034 ","15,791 ","30,467 ","24,327 ","9,585 ","33,097 ","24,182 ","24,797 ","19,965 ","19,807 ","118,575 ","40,659 ","18,124 ","22,139 ","25,129 ","26,301 ","30,005 ","23,092 ","12,636 ","30,134 ","7,546 ","8,951 ","18,669 ","5,108 ","3,711 ","3,315 ","14,056 ","9,370 ","12,406 ","37,711 ","9,102 ","12,591 ","7,705 ","21,696 ","24,881 ","27,679 ","34,152 ","38,519 ","24,544 ","23,656 ","54,586 ","21,117 ","31,320 ","31,383 ","18,792 ","58,691 ","19,493 ","15,442 ","13,856 ","22,046 ","13,902 ","25,381 ","17,626 ","8,142 ","10,760 ","34,448 ","19,508 ","21,655 ","22,093 ","14,035 ","10,489 ","6,071 ","4,960 ","6,738 ","10,482 ","9,128 ","13,658 ","15,676 ","25,870 ","20,894 ","14,300 ","11,896 ","11,646 ","12,323 ","10,999 ","12,086 ","10,384 ","1,669 ","2,406 ","3,430 ","4,538 ","2,264 ","3,317 ","2,884 ","7,953 ","2,139 ","3,542 ","4,420 "
2021/11/6,"2,086 ","8,093 ","18,410 ","39,853 ","13,941 ","8,340 ","6,948 ","3,514 ","2,368 ","7,831 ","1,784 ","3,725 ","6,485 ","5,590 ","10,023 ","4,853 ","6,307 ","4,923 ","7,949 ","3,461 ","5,133 ","5,564 ","2,301 ","29,382 ","3,321 ","10,992 ","8,798 ","11,538 ","15,583 ","13,739 ","8,096 ","21,585 ","12,091 ","22,473 ","15,694 ","3,458 ","25,745 ","18,158 ","17,844 ","15,167 ","7,741 ","109,916 ","39,714 ","13,885 ","14,512 ","20,982 ","23,254 ","22,639 ","16,771 ","8,433 ","19,605 ","8,072 ","5,540 ","14,297 ","5,507 ","2,798 ","1,745 ","8,239 ","7,262 ","8,604 ","34,646 ","5,662 ","8,641 ","5,667 ","15,454 ","14,908 ","24,240 ","30,417 ","27,132 ","18,386 ","20,519 ","59,226 ","13,137 ","26,688 ","26,166 ","13,944 ","50,521 ","13,635 ","12,487 ","8,266 ","18,388 ","8,932 ","20,185 ","10,746 ","9,633 ","8,195 ","15,369 ","10,382 ","12,190 ","13,909 ","7,205 ","7,821 ","4,425 ","2,241 ","5,826 ","6,635 ","7,935 ","10,632 ","10,381 ","15,280 ","16,826 ","9,901 ","8,636 ","8,513 ","8,733 ","8,478 ","6,895 ","7,371 ",783 ,"1,963 ","2,488 ","4,150 ",990 ,"1,288 ","1,617 ","6,908 ","1,706 ","2,788 ","2,601 "
2021/11/7,"2,219 ","6,043 ","13,573 ","29,981 ","9,660 ","6,650 ","5,285 ","3,017 ","1,925 ","5,332 ","1,561 ","2,553 ","6,350 ","4,142 ","8,722 ","3,678 ","5,101 ","2,808 ","6,290 ","3,171 ","4,011 ","4,509 ","1,922 ","24,199 ","2,926 ","11,220 ","7,286 ","9,557 ","12,689 ","11,236 ","6,597 ","18,045 ","9,947 ","16,342 ","12,583 ","2,677 ","20,693 ","14,365 ","14,274 ","12,537 ","6,029 ","114,870 ","31,811 ","9,636 ","12,995 ","19,907 ","19,251 ","19,219 ","14,422 ","6,131 ","15,831 ","7,445 ","4,487 ","12,454 ","5,415 ","2,322 ","1,320 ","6,870 ","5,949 ","7,666 ","32,906 ","5,162 ","8,069 ","4,572 ","12,761 ","11,256 ","20,282 ","27,906 ","22,361 ","15,110 ","16,982 ","48,882 ","10,514 ","20,569 ","19,145 ","10,449 ","41,728 ","10,708 ","9,842 ","6,222 ","17,542 ","7,413 ","16,556 ","8,268 ","9,323 ","6,515 ","11,638 ","7,318 ","9,057 ","11,466 ","5,104 ","6,694 ","3,516 ","1,640 ","4,890 ","5,193 ","6,254 ","9,335 ","8,344 ","11,772 ","13,768 ","8,217 ","6,897 ","7,088 ","6,995 ","6,866 ","5,762 ","5,639 ",595 ,"1,743 ","2,360 ","3,311 ",776 ,"1,055 ","1,288 ","8,416 ","1,531 ","2,301 ","2,229 "
2021/11/8,"3,343 ","12,385 ","34,581 ","33,353 ","22,619 ","13,031 ","10,057 ","3,758 ","3,033 ","12,071 ","2,285 ","3,163 ","3,397 ","8,929 ","9,189 ","16,244 ","16,711 ","4,236 ","8,130 ","2,794 ","7,761 ","7,749 ","6,147 ","31,134 ","3,011 ","11,024 ","11,079 ","14,141 ","21,827 ","14,459 ","9,000 ","21,815 ","13,642 ","27,768 ","20,630 ","9,303 ","30,954 ","22,489 ","23,598 ","18,720 ","19,598 ","102,331 ","31,569 ","16,693 ","20,364 ","21,663 ","21,511 ","22,957 ","20,087 ","11,866 ","26,711 ","6,788 ","8,025 ","15,326 ","4,458 ","3,514 ","2,966 ","13,010 ","8,292 ","9,805 ","27,919 ","8,627 ","11,446 ","7,161 ","20,035 ","23,990 ","24,859 ","30,575 ","35,015 ","22,512 ","20,337 ","44,760 ","19,726 ","26,893 ","25,805 ","15,257 ","50,039 ","17,838 ","13,905 ","12,108 ","17,540 ","12,571 ","21,555 ","16,168 ","6,681 ","9,290 ","32,973 ","18,956 ","20,094 ","20,142 ","12,956 ","9,906 ","5,493 ","4,703 ","6,139 ","10,127 ","8,681 ","11,884 ","14,913 ","24,313 ","17,936 ","13,475 ","10,976 ","11,292 ","11,977 ","10,736 ","11,102 ","9,432 ","1,618 ","2,388 ","3,417 ","4,401 ","2,358 ","3,249 ","2,802 ","7,136 ","1,990 ","3,422 ","4,131 "
2021/11/9,"3,333 ","12,774 ","34,763 ","34,982 ","23,274 ","13,093 ","10,357 ","3,751 ","3,176 ","12,347 ","2,374 ","4,226 ","3,877 ","9,114 ","9,531 ","16,606 ","17,158 ","5,479 ","8,393 ","2,937 ","7,727 ","7,833 ","5,978 ","26,221 ","2,870 ","11,877 ","11,089 ","14,262 ","21,690 ","15,421 ","9,173 ","22,828 ","14,200 ","28,652 ","22,543 ","9,239 ","30,674 ","22,962 ","23,372 ","19,310 ","20,387 ","96,731 ","32,851 ","17,070 ","20,779 ","23,182 ","23,851 ","25,625 ","20,917 ","12,092 ","27,925 ","7,887 ","8,520 ","16,484 ","5,013 ","3,566 ","3,174 ","13,346 ","8,644 ","10,103 ","29,928 ","8,564 ","11,142 ","7,149 ","20,658 ","24,446 ","25,471 ","29,935 ","35,865 ","23,064 ","21,426 ","44,734 ","20,243 ","26,812 ","26,955 ","15,770 ","50,153 ","18,067 ","13,898 ","12,812 ","16,482 ","13,105 ","22,802 ","16,136 ","7,142 ","9,822 ","33,674 ","19,372 ","20,980 ","20,509 ","13,309 ","9,950 ","5,712 ","4,744 ","6,080 ","9,861 ","8,462 ","11,651 ","14,963 ","24,540 ","19,013 ","13,622 ","11,309 ","11,051 ","11,707 ","10,419 ","11,462 ","9,606 ","1,552 ","2,181 ","3,269 ","4,266 ","2,270 ","3,180 ","2,776 ","6,684 ","2,012 ","3,224 ","4,064 "
2021/11/10,"3,234 ","12,877 ","35,274 ","36,788 ","23,134 ","13,000 ","10,452 ","3,723 ","3,204 ","12,774 ","2,444 ","4,176 ","4,145 ","9,470 ","9,843 ","16,592 ","17,256 ","5,551 ","8,597 ","3,008 ","8,158 ","7,925 ","6,014 ","26,754 ","3,083 ","12,023 ","11,500 ","14,655 ","22,268 ","15,555 ","9,341 ","23,120 ","14,648 ","29,434 ","22,532 ","9,364 ","31,277 ","23,035 ","23,794 ","19,176 ","20,391 ","98,813 ","35,067 ","17,391 ","20,904 ","23,208 ","24,015 ","26,123 ","21,206 ","12,401 ","28,661 ","8,491 ","8,635 ","16,854 ","5,039 ","3,538 ","3,238 ","13,682 ","8,734 ","10,325 ","31,033 ","8,773 ","11,335 ","7,474 ","20,804 ","24,432 ","26,025 ","30,541 ","36,564 ","23,396 ","21,843 ","47,430 ","21,000 ","27,785 ","27,863 ","16,278 ","51,731 ","18,225 ","14,298 ","13,037 ","16,870 ","13,337 ","22,235 ","16,475 ","7,261 ","9,848 ","33,805 ","19,558 ","21,264 ","21,037 ","13,023 ","10,140 ","5,849 ","4,813 ","6,280 ","9,971 ","8,622 ","11,837 ","14,883 ","24,855 ","19,368 ","13,715 ","11,443 ","11,363 ","11,746 ","10,763 ","11,407 ","9,746 ","1,541 ","2,176 ","3,296 ","4,411 ","2,248 ","3,269 ","2,732 ","6,746 ","2,067 ","3,319 ","4,196 "
