"　　　　車站
日期",松山機場,中山國中,南京復興,忠孝復興,大安,科技大樓,六張犁,麟光,辛亥,萬芳醫院,萬芳社區,木柵,動物園,大直,劍南路,西湖,港墘,文德,內湖,大湖公園,葫洲,東湖,南港軟體園區,南港展覽館,小碧潭,新店,新店區公所,七張,大坪林,景美,萬隆,公館,台電大樓,古亭,中正紀念堂,小南門,頂溪,永安市場,景安,南勢角,台大醫院,台北車站,中山,雙連,民權西路,圓山,劍潭,士林,芝山,明德,石牌,唭哩岸,奇岩,北投,新北投,復興崗,忠義,關渡,竹圍,紅樹林,淡水,頂埔,永寧,土城,海山,亞東醫院,府中,BL板橋,新埔,江子翠,龍山寺,西門,善導寺,忠孝新生,忠孝敦化,國父紀念館,市政府,永春,後山埤,昆陽,南港,象山,台北101/世貿,信義安和,大安森林公園,北門,松江南京,台北小巨蛋,南京三民,松山,輔大,新莊,頭前庄,先嗇宮,三重,菜寮,台北橋,大橋頭,中山國小,行天宮,東門,蘆洲,三民高中,徐匯中學,三和國中,三重國小,迴龍,丹鳳,十四張,秀朗橋,景平,中和,橋和,中原,板新,Y板橋,新埔民生,幸福,新北產業園區
2021/5/1,"3,086 ","8,639 ","21,482 ","42,810 ","17,200 ","9,165 ","7,758 ","3,530 ","2,554 ","8,350 ","1,593 ","3,743 ","9,306 ","6,559 ","10,382 ","5,839 ","7,037 ","3,838 ","8,200 ","4,324 ","5,668 ","6,067 ","2,307 ","23,926 ","3,663 ","15,374 ","10,159 ","12,744 ","15,892 ","13,868 ","8,440 ","26,171 ","14,583 ","24,051 ","19,144 ","4,453 ","29,075 ","19,749 ","19,345 ","16,315 ","10,501 ","127,098 ","45,185 ","17,586 ","15,870 ","33,363 ","25,961 ","23,957 ","20,422 ","8,784 ","22,406 ","5,633 ","5,879 ","16,074 ","5,776 ","3,112 ","1,674 ","9,327 ","7,691 ","11,849 ","34,463 ","5,961 ","12,015 ","5,942 ","17,299 ","14,911 ","24,954 ","36,101 ","29,499 ","20,284 ","25,278 ","68,658 ","14,052 ","27,234 ","30,220 ","18,823 ","53,318 ","14,940 ","14,146 ","9,739 ","17,435 ","10,123 ","24,454 ","13,540 ","11,097 ","10,006 ","17,814 ","12,092 ","13,533 ","15,885 ","8,368 ","9,627 ","4,678 ","2,182 ","5,859 ","7,440 ","8,517 ","10,845 ","12,082 ","17,843 ","20,260 ","10,310 ","9,591 ","10,090 ","9,153 ","9,458 ","7,628 ","7,355 ",825 ,"2,337 ","2,955 ","4,282 ","1,085 ","1,236 ","2,010 ","7,883 ","1,974 ","3,242 ","3,035 "
2021/5/2,"3,205 ","7,282 ","17,504 ","34,047 ","13,513 ","7,940 ","6,622 ","3,491 ","2,316 ","7,374 ","1,354 ","2,898 ","6,896 ","5,628 ","8,912 ","5,448 ","6,635 ","3,683 ","7,248 ","3,462 ","4,946 ","5,394 ","2,117 ","20,377 ","3,543 ","12,206 ","8,887 ","11,546 ","14,349 ","13,370 ","7,765 ","23,909 ","12,534 ","20,431 ","15,761 ","3,927 ","25,060 ","17,406 ","16,798 ","14,453 ","8,299 ","113,229 ","35,800 ","13,158 ","14,693 ","28,427 ","22,342 ","21,036 ","18,400 ","7,443 ","19,052 ","5,289 ","4,787 ","14,644 ","4,620 ","2,714 ","1,508 ","8,678 ","7,314 ","10,796 ","31,854 ","5,817 ","10,558 ","5,530 ","15,413 ","12,889 ","20,890 ","30,959 ","26,395 ","18,289 ","20,949 ","51,557 ","12,306 ","23,480 ","22,355 ","13,759 ","42,503 ","13,438 ","12,607 ","7,946 ","16,533 ","7,959 ","19,787 ","10,162 ","9,617 ","7,464 ","14,093 ","12,305 ","11,728 ","13,153 ","7,452 ","7,869 ","3,951 ","1,955 ","4,731 ","6,361 ","7,078 ","8,729 ","10,264 ","14,921 ","16,913 ","8,886 ","8,031 ","8,724 ","7,620 ","8,181 ","6,617 ","6,299 ",760 ,"2,067 ","2,765 ","4,120 ","1,217 ","1,208 ","1,758 ","7,061 ","1,733 ","3,164 ","2,425 "
2021/5/3,"4,551 ","13,828 ","40,009 ","37,636 ","24,745 ","13,909 ","11,134 ","3,801 ","3,178 ","14,055 ","2,047 ","4,707 ","4,987 ","9,904 ","10,075 ","17,815 ","17,187 ","5,524 ","9,077 ","3,216 ","8,910 ","8,543 ","5,405 ","26,907 ","3,214 ","10,965 ","12,824 ","16,055 ","22,728 ","16,648 ","9,585 ","23,832 ","15,217 ","30,463 ","22,765 ","11,162 ","33,059 ","24,849 ","25,372 ","19,307 ","23,212 ","105,722 ","35,562 ","19,733 ","22,478 ","25,010 ","25,772 ","25,707 ","22,087 ","12,868 ","30,765 ","6,615 ","7,933 ","18,846 ","3,852 ","3,597 ","3,280 ","14,063 ","9,462 ","12,500 ","30,323 ","7,788 ","12,904 ","7,927 ","22,393 ","23,671 ","25,568 ","37,278 ","38,511 ","25,749 ","24,241 ","48,374 ","20,921 ","27,904 ","30,197 ","18,699 ","56,521 ","19,864 ","15,563 ","14,516 ","18,170 ","12,749 ","26,209 ","18,585 ","7,402 ","10,652 ","36,848 ","21,261 ","23,299 ","22,015 ","14,571 ","11,432 ","5,482 ","4,903 ","6,122 ","9,999 ","9,133 ","11,381 ","16,246 ","26,818 ","21,184 ","13,571 ","12,247 ","12,392 ","11,950 ","11,777 ","10,919 ","9,292 ","1,246 ","2,497 ","3,785 ","4,530 ","2,273 ","3,317 ","2,928 ","7,615 ","2,206 ","3,719 ","4,022 "
2021/5/4,"4,197 ","14,534 ","41,981 ","38,587 ","25,898 ","14,448 ","11,485 ","3,843 ","3,236 ","14,364 ","2,146 ","4,673 ","4,808 ","9,985 ","10,147 ","18,679 ","18,046 ","5,742 ","9,467 ","3,188 ","9,068 ","8,763 ","6,006 ","31,242 ","3,046 ","11,320 ","13,122 ","16,322 ","23,194 ","16,958 ","9,898 ","24,740 ","16,445 ","32,259 ","23,834 ","11,437 ","33,303 ","25,270 ","25,435 ","19,562 ","24,465 ","103,672 ","37,204 ","20,508 ","23,002 ","27,124 ","25,025 ","26,128 ","23,148 ","12,986 ","31,152 ","7,024 ","8,270 ","19,281 ","3,928 ","3,811 ","3,564 ","14,903 ","9,604 ","12,398 ","29,502 ","8,875 ","13,201 ","7,755 ","22,595 ","24,098 ","26,885 ","36,831 ","39,271 ","26,369 ","24,855 ","49,175 ","21,969 ","28,637 ","31,338 ","19,531 ","57,724 ","21,000 ","15,754 ","14,751 ","19,120 ","13,059 ","24,590 ","19,227 ","7,450 ","11,043 ","38,067 ","22,876 ","24,079 ","23,114 ","14,361 ","11,950 ","5,631 ","5,125 ","6,239 ","10,403 ","9,262 ","11,713 ","16,844 ","27,972 ","22,121 ","13,687 ","12,336 ","12,702 ","12,050 ","11,855 ","11,062 ","9,421 ","1,290 ","2,361 ","3,777 ","4,465 ","2,282 ","3,416 ","2,822 ","7,160 ","2,369 ","3,711 ","4,061 "
2021/5/5,"4,207 ","14,900 ","44,169 ","40,257 ","26,696 ","14,764 ","11,812 ","3,878 ","3,258 ","14,354 ","2,088 ","4,746 ","4,101 ","10,306 ","10,497 ","19,131 ","18,310 ","5,767 ","9,594 ","2,984 ","9,131 ","8,941 ","6,464 ","30,824 ","3,142 ","10,959 ","13,371 ","16,413 ","23,424 ","16,738 ","10,044 ","25,550 ","17,001 ","33,197 ","24,438 ","11,723 ","34,363 ","25,763 ","25,579 ","19,586 ","23,879 ","105,833 ","38,898 ","20,781 ","23,212 ","26,283 ","24,961 ","25,925 ","23,203 ","12,962 ","30,966 ","6,932 ","8,170 ","18,970 ","4,153 ","3,822 ","3,604 ","14,591 ","9,620 ","12,138 ","28,429 ","8,808 ","13,024 ","7,729 ","22,669 ","24,065 ","26,132 ","37,627 ","39,583 ","26,466 ","24,528 ","50,869 ","23,201 ","30,179 ","32,770 ","20,831 ","58,932 ","21,269 ","16,048 ","15,039 ","19,358 ","12,948 ","24,977 ","20,000 ","7,310 ","11,133 ","39,718 ","23,206 ","24,629 ","22,807 ","14,524 ","11,841 ","5,824 ","5,252 ","6,326 ","10,660 ","9,487 ","11,864 ","17,161 ","28,994 ","23,019 ","13,756 ","12,374 ","12,643 ","12,334 ","12,035 ","11,180 ","9,477 ","1,298 ","2,487 ","3,839 ","4,552 ","2,359 ","3,565 ","3,006 ","7,485 ","2,389 ","3,723 ","4,172 "
2021/5/6,"4,740 ","14,737 ","43,175 ","41,255 ","26,164 ","14,909 ","11,625 ","3,940 ","3,222 ","14,197 ","2,164 ","4,675 ","4,810 ","10,169 ","10,422 ","18,889 ","18,096 ","5,828 ","9,663 ","3,270 ","9,040 ","8,935 ","6,072 ","33,553 ","3,309 ","11,519 ","13,316 ","16,338 ","23,632 ","16,808 ","9,962 ","25,752 ","17,123 ","33,234 ","24,489 ","11,298 ","34,345 ","25,993 ","25,634 ","19,870 ","23,539 ","112,040 ","39,978 ","20,669 ","23,945 ","27,179 ","25,929 ","26,875 ","23,695 ","12,945 ","30,972 ","7,037 ","8,368 ","19,522 ","4,144 ","3,827 ","3,474 ","14,512 ","9,709 ","12,434 ","30,018 ","9,041 ","13,239 ","7,983 ","22,820 ","23,952 ","26,556 ","38,031 ","39,742 ","26,810 ","24,977 ","51,482 ","22,874 ","30,541 ","33,201 ","21,009 ","60,516 ","21,020 ","16,070 ","15,319 ","20,225 ","13,089 ","24,852 ","19,915 ","7,717 ","11,220 ","38,839 ","22,958 ","24,353 ","22,588 ","14,761 ","11,755 ","5,853 ","5,085 ","6,335 ","10,639 ","9,350 ","11,946 ","17,053 ","28,972 ","22,999 ","13,886 ","12,543 ","12,769 ","12,070 ","11,773 ","11,144 ","9,417 ","1,282 ","2,393 ","3,774 ","4,490 ","2,290 ","3,368 ","2,850 ","7,724 ","2,296 ","3,706 ","4,062 "
2021/5/7,"5,207 ","15,435 ","45,509 ","49,404 ","27,738 ","16,612 ","12,259 ","4,119 ","3,273 ","14,435 ","2,149 ","4,870 ","5,037 ","10,188 ","12,562 ","18,541 ","17,959 ","6,028 ","10,047 ","3,444 ","9,202 ","9,257 ","6,160 ","31,978 ","3,506 ","12,055 ","13,725 ","17,271 ","24,975 ","18,034 ","10,490 ","27,639 ","18,352 ","34,569 ","26,327 ","11,403 ","35,471 ","26,584 ","26,208 ","20,225 ","23,787 ","158,411 ","48,377 ","22,036 ","24,274 ","29,198 ","27,449 ","27,980 ","25,733 ","12,937 ","31,370 ","7,197 ","8,726 ","20,044 ","4,663 ","3,920 ","3,446 ","14,759 ","10,060 ","12,768 ","30,854 ","9,444 ","15,005 ","8,428 ","24,004 ","23,974 ","29,037 ","43,918 ","40,788 ","27,661 ","26,947 ","61,579 ","23,926 ","32,673 ","37,597 ","23,536 ","71,185 ","21,941 ","16,550 ","15,202 ","25,414 ","13,743 ","27,611 ","21,491 ","8,118 ","12,231 ","40,714 ","24,749 ","25,717 ","24,427 ","14,183 ","12,430 ","6,075 ","5,111 ","6,737 ","10,573 ","10,313 ","12,495 ","18,210 ","30,786 ","25,124 ","14,177 ","13,097 ","13,415 ","12,577 ","12,270 ","11,346 ","10,077 ","1,272 ","2,588 ","3,987 ","4,837 ","2,408 ","3,541 ","2,899 ","10,168 ","2,535 ","4,176 ","4,397 "
2021/5/8,"3,154 ","8,403 ","22,686 ","42,367 ","15,224 ","9,297 ","7,327 ","3,471 ","2,298 ","7,957 ","1,474 ","3,144 ","4,476 ","6,242 ","10,522 ","5,134 ","6,534 ","3,650 ","7,727 ","3,238 ","5,193 ","5,933 ","2,649 ","18,770 ","3,402 ","10,734 ","9,500 ","12,193 ","15,838 ","13,554 ","8,055 ","23,608 ","13,871 ","24,658 ","17,214 ","4,323 ","26,565 ","18,935 ","18,155 ","15,354 ","9,812 ","121,782 ","43,178 ","16,378 ","14,931 ","25,217 ","20,297 ","20,848 ","19,028 ","8,467 ","20,475 ","5,831 ","5,463 ","14,693 ","4,423 ","2,886 ","1,703 ","8,288 ","7,475 ","9,729 ","24,860 ","5,832 ","10,701 ","5,936 ","16,199 ","14,998 ","23,942 ","35,184 ","28,550 ","20,031 ","22,458 ","57,326 ","15,691 ","25,902 ","29,277 ","17,133 ","52,731 ","16,343 ","13,481 ","10,086 ","17,596 ","7,211 ","18,855 ","12,498 ","9,234 ","8,589 ","17,241 ","15,199 ","13,665 ","14,680 ","8,039 ","7,957 ","4,453 ","2,185 ","5,097 ","6,901 ","7,900 ","9,725 ","11,947 ","17,397 ","19,292 ","9,509 ","9,371 ","9,549 ","8,684 ","9,163 ","7,045 ","6,775 ",864 ,"2,125 ","2,709 ","3,953 ","1,278 ","1,241 ","1,856 ","7,932 ","2,028 ","3,150 ","2,812 "
2021/5/9,"2,905 ","6,663 ","15,971 ","33,290 ","11,123 ","8,538 ","5,792 ","3,271 ","2,277 ","7,097 ","1,216 ","3,097 ","4,413 ","5,275 ","7,948 ","4,444 ","5,068 ","3,110 ","6,354 ","2,881 ","4,456 ","4,952 ","2,265 ","14,630 ","3,389 ","10,787 ","8,219 ","10,795 ","13,717 ","12,488 ","7,356 ","21,170 ","11,865 ","19,281 ","13,516 ","3,384 ","22,719 ","15,970 ","15,075 ","13,017 ","7,256 ","97,605 ","33,675 ","11,723 ","13,985 ","21,274 ","18,823 ","17,688 ","17,237 ","6,741 ","17,722 ","4,935 ","5,127 ","13,661 ","3,766 ","2,370 ","1,436 ","7,368 ","6,521 ","9,981 ","27,930 ","5,198 ","8,501 ","4,828 ","14,039 ","11,289 ","18,415 ","28,326 ","23,799 ","16,472 ","18,738 ","44,543 ","11,402 ","21,149 ","20,840 ","12,367 ","42,470 ","12,351 ","11,830 ","7,339 ","13,097 ","6,604 ","15,424 ","9,591 ","8,361 ","6,490 ","13,832 ","11,080 ","10,564 ","11,207 ","6,802 ","6,022 ","3,482 ","1,799 ","4,207 ","5,452 ","6,307 ","7,649 ","9,591 ","13,438 ","16,062 ","7,624 ","6,970 ","7,601 ","6,960 ","7,639 ","5,889 ","5,667 ",666 ,"1,909 ","2,510 ","3,591 ",942 ,"1,107 ","1,456 ","6,514 ","1,665 ","2,752 ","2,170 "
2021/5/10,"4,713 ","13,991 ","41,005 ","36,915 ","25,065 ","13,920 ","11,367 ","3,774 ","3,183 ","13,966 ","2,072 ","4,676 ","4,475 ","10,278 ","9,941 ","18,271 ","17,643 ","5,581 ","8,773 ","2,996 ","8,963 ","8,557 ","5,938 ","27,011 ","3,106 ","11,045 ","13,082 ","16,167 ","23,209 ","16,719 ","9,584 ","25,661 ","16,215 ","31,643 ","22,805 ","11,273 ","34,202 ","25,013 ","25,133 ","19,352 ","23,342 ","105,506 ","36,245 ","19,974 ","22,723 ","24,931 ","25,467 ","25,670 ","22,495 ","12,605 ","30,431 ","6,793 ","8,014 ","18,656 ","3,911 ","3,626 ","3,483 ","13,920 ","9,357 ","12,489 ","30,814 ","8,908 ","12,826 ","7,784 ","22,179 ","23,591 ","25,167 ","36,873 ","38,416 ","26,100 ","24,476 ","49,770 ","20,041 ","28,644 ","30,803 ","19,059 ","57,122 ","18,883 ","15,723 ","14,698 ","18,496 ","12,873 ","24,265 ","18,987 ","7,272 ","10,767 ","37,466 ","21,927 ","23,646 ","21,809 ","14,886 ","11,047 ","5,633 ","5,016 ","6,148 ","10,081 ","9,249 ","11,505 ","16,834 ","28,295 ","21,361 ","13,349 ","12,061 ","12,477 ","12,004 ","11,531 ","11,024 ","9,380 ","1,305 ","2,381 ","3,647 ","4,606 ","2,294 ","3,415 ","2,936 ","7,465 ","2,341 ","3,674 ","4,184 "
