"　　　　車站
日期",松山機場,中山國中,南京復興,忠孝復興,大安,科技大樓,六張犁,麟光,辛亥,萬芳醫院,萬芳社區,木柵,動物園,大直,劍南路,西湖,港墘,文德,內湖,大湖公園,葫洲,東湖,南港軟體園區,南港展覽館,小碧潭,新店,新店區公所,七張,大坪林,景美,萬隆,公館,台電大樓,古亭,中正紀念堂,小南門,頂溪,永安市場,景安,南勢角,台大醫院,台北車站,中山,雙連,民權西路,圓山,劍潭,士林,芝山,明德,石牌,唭哩岸,奇岩,北投,新北投,復興崗,忠義,關渡,竹圍,紅樹林,淡水,頂埔,永寧,土城,海山,亞東醫院,府中,BL板橋,新埔,江子翠,龍山寺,西門,善導寺,忠孝新生,忠孝敦化,國父紀念館,市政府,永春,後山埤,昆陽,南港,象山,台北101/世貿,信義安和,大安森林公園,北門,松江南京,台北小巨蛋,南京三民,松山,輔大,新莊,頭前庄,先嗇宮,三重,菜寮,台北橋,大橋頭,中山國小,行天宮,東門,蘆洲,三民高中,徐匯中學,三和國中,三重國小,迴龍,丹鳳,十四張,秀朗橋,景平,中和,橋和,中原,板新,Y板橋,新埔民生,幸福,新北產業園區
2020/11/1,"2,938 ","7,621 ","18,464 ","35,881 ","12,707 ","8,381 ","6,789 ","3,499 ","2,205 ","8,052 ","1,550 ","3,111 ","8,314 ","6,200 ","10,870 ","4,968 ","7,299 ","3,761 ","7,287 ","4,147 ","5,260 ","5,590 ","2,415 ","28,199 ","3,689 ","11,341 ","9,271 ","12,419 ","15,499 ","13,507 ","7,909 ","25,083 ","13,608 ","21,531 ","19,205 ","4,289 ","27,013 ","18,736 ","18,075 ","15,124 ","10,076 ","131,028 ","35,366 ","13,108 ","15,376 ","27,357 ","25,101 ","21,261 ","17,564 ","7,411 ","21,007 ","5,770 ","5,085 ","14,978 ","5,300 ","2,747 ","1,655 ","8,627 ","7,339 ","9,544 ","34,667 ","5,946 ","10,287 ","5,509 ","16,328 ","13,681 ","22,374 ","35,261 ","26,566 ","18,762 ","22,756 ","58,366 ","14,190 ","23,487 ","23,765 ","14,166 ","52,088 ","13,488 ","12,660 ","8,322 ","16,508 ","9,621 ","20,759 ","10,249 ","10,218 ","8,418 ","14,466 ","11,322 ","11,681 ","12,886 ","7,752 ","7,359 ","3,938 ","2,165 ","5,542 ","6,930 ","7,663 ","9,176 ","9,987 ","16,413 ","17,703 ","9,439 ","8,546 ","8,825 ","8,219 ","8,693 ","6,928 ","6,903 ",665 ,"2,046 ","2,692 ","3,923 ",976 ,"1,056 ","1,501 ","7,529 ","1,638 ","2,939 ","2,877 "
2020/11/2,"4,152 ","14,424 ","41,619 ","39,426 ","25,317 ","14,292 ","11,344 ","3,946 ","3,131 ","14,810 ","2,102 ","4,653 ","5,059 ","10,405 ","9,908 ","19,119 ","17,386 ","5,873 ","9,255 ","3,489 ","8,918 ","8,681 ","5,623 ","38,088 ","3,389 ","11,126 ","12,460 ","17,070 ","23,970 ","17,092 ","9,708 ","26,366 ","16,408 ","32,744 ","23,374 ","11,478 ","36,140 ","26,201 ","26,295 ","20,427 ","25,025 ","114,730 ","35,134 ","21,217 ","22,848 ","25,543 ","26,541 ","26,176 ","22,317 ","12,385 ","32,177 ","6,994 ","8,044 ","19,145 ","4,723 ","3,552 ","3,595 ","14,402 ","9,617 ","11,437 ","31,534 ","9,233 ","13,130 ","7,833 ","22,633 ","24,155 ","26,161 ","38,889 ","39,786 ","26,386 ","25,687 ","50,674 ","22,284 ","28,690 ","30,862 ","19,588 ","61,309 ","20,393 ","16,179 ","15,718 ","19,692 ","13,272 ","25,326 ","18,718 ","7,340 ","10,845 ","37,418 ","22,293 ","24,162 ","22,038 ","15,346 ","11,250 ","5,414 ","4,946 ","6,376 ","10,439 ","9,483 ","11,598 ","16,653 ","28,189 ","21,372 ","14,081 ","12,579 ","12,735 ","12,340 ","11,861 ","11,281 ","9,553 ","1,115 ","2,336 ","3,636 ","4,309 ","1,938 ","2,922 ","2,583 ","6,867 ","2,217 ","3,482 ","3,840 "
2020/11/3,"3,993 ","14,811 ","42,979 ","40,050 ","26,383 ","15,054 ","11,661 ","3,809 ","3,086 ","15,003 ","2,135 ","4,776 ","4,420 ","10,573 ","10,184 ","19,782 ","17,855 ","6,027 ","9,230 ","3,173 ","9,131 ","9,007 ","6,342 ","28,679 ","3,234 ","11,144 ","12,915 ","17,218 ","24,565 ","17,607 ","10,196 ","26,426 ","17,154 ","33,954 ","24,674 ","11,763 ","37,036 ","26,892 ","26,655 ","20,620 ","25,716 ","112,566 ","36,335 ","21,565 ","23,779 ","27,803 ","27,170 ","27,053 ","22,950 ","13,526 ","32,531 ","6,983 ","8,306 ","19,365 ","5,054 ","3,722 ","3,718 ","14,921 ","9,827 ","11,471 ","30,187 ","9,030 ","13,184 ","8,047 ","23,005 ","24,645 ","26,865 ","38,949 ","40,531 ","26,555 ","25,937 ","51,113 ","23,647 ","30,539 ","32,336 ","20,417 ","61,843 ","21,266 ","16,184 ","15,744 ","18,740 ","13,323 ","25,756 ","19,243 ","7,506 ","11,078 ","38,613 ","23,502 ","24,874 ","22,555 ","15,563 ","11,497 ","5,564 ","5,113 ","6,409 ","10,743 ","9,456 ","11,836 ","17,201 ","29,005 ","22,995 ","14,054 ","12,834 ","13,039 ","12,444 ","12,130 ","11,383 ","9,678 ","1,195 ","2,424 ","3,731 ","4,351 ","2,016 ","3,010 ","2,632 ","7,029 ","2,271 ","3,423 ","3,856 "
2020/11/4,"4,065 ","14,931 ","43,590 ","42,794 ","26,299 ","15,131 ","11,809 ","4,005 ","3,176 ","15,240 ","2,244 ","4,815 ","5,036 ","10,675 ","10,249 ","19,654 ","17,838 ","5,955 ","9,492 ","3,485 ","9,219 ","8,844 ","6,190 ","28,996 ","3,352 ","11,680 ","13,151 ","17,099 ","24,484 ","17,756 ","9,998 ","26,999 ","17,075 ","34,277 ","25,299 ","11,955 ","37,388 ","27,104 ","26,931 ","20,953 ","25,593 ","116,376 ","37,758 ","22,332 ","23,961 ","28,633 ","27,482 ","27,355 ","23,368 ","13,323 ","33,280 ","7,315 ","8,393 ","19,865 ","4,926 ","3,712 ","3,717 ","14,726 ","9,847 ","11,493 ","31,161 ","9,353 ","13,741 ","8,012 ","23,238 ","24,742 ","27,154 ","39,862 ","40,740 ","26,922 ","28,934 ","52,408 ","24,385 ","30,690 ","33,187 ","20,839 ","62,960 ","20,977 ","16,328 ","15,664 ","19,374 ","13,681 ","26,201 ","19,353 ","8,074 ","11,238 ","39,114 ","23,680 ","24,952 ","23,088 ","15,286 ","11,775 ","5,668 ","5,161 ","6,571 ","10,750 ","9,865 ","12,187 ","17,263 ","29,347 ","23,436 ","14,240 ","13,075 ","13,106 ","12,670 ","12,125 ","11,484 ","9,769 ","1,167 ","2,434 ","3,664 ","4,390 ","1,969 ","3,016 ","2,702 ","7,082 ","2,319 ","3,466 ","3,913 "
2020/11/5,"4,256 ","15,331 ","43,939 ","66,863 ","26,965 ","15,440 ","12,005 ","4,040 ","3,242 ","15,559 ","2,201 ","4,879 ","5,257 ","10,832 ","10,839 ","19,764 ","17,928 ","6,071 ","9,687 ","3,469 ","9,233 ","8,869 ","6,905 ","31,417 ","3,336 ","11,392 ","12,948 ","17,126 ","24,578 ","17,560 ","10,099 ","26,984 ","17,574 ","34,637 ","25,722 ","11,699 ","37,838 ","27,724 ","26,898 ","21,013 ","25,469 ","121,443 ","38,506 ","21,888 ","24,315 ","28,011 ","27,672 ","27,446 ","23,865 ","13,466 ","33,168 ","7,205 ","8,464 ","19,701 ","5,014 ","3,708 ","3,485 ","14,662 ","9,927 ","11,724 ","31,537 ","9,281 ","13,663 ","7,972 ","23,399 ","24,638 ","27,617 ","40,169 ","40,972 ","27,102 ","26,695 ","53,400 ","24,345 ","30,973 ","34,685 ","21,547 ","63,547 ","21,414 ","16,756 ","16,271 ","20,455 ","13,570 ","27,017 ","19,822 ","7,935 ","11,438 ","39,427 ","23,692 ","25,333 ","23,139 ","15,363 ","11,719 ","5,596 ","5,156 ","6,604 ","10,690 ","9,726 ","12,072 ","17,456 ","29,224 ","23,495 ","14,311 ","13,057 ","13,180 ","12,690 ","12,185 ","11,528 ","9,975 ","1,177 ","2,420 ","3,634 ","4,425 ","1,935 ","3,049 ","2,639 ","7,160 ","2,261 ","3,496 ","3,942 "
2020/11/6,"4,996 ","15,871 ","46,417 ","64,678 ","27,805 ","15,759 ","12,489 ","4,050 ","3,228 ","15,480 ","2,285 ","4,835 ","5,485 ","10,738 ","12,513 ","19,523 ","18,095 ","6,318 ","10,100 ","3,584 ","9,242 ","9,161 ","5,874 ","36,121 ","3,603 ","11,772 ","13,236 ","18,287 ","26,185 ","18,774 ","10,658 ","29,469 ","18,685 ","35,457 ","26,891 ","11,956 ","38,391 ","28,083 ","27,670 ","21,486 ","25,102 ","160,014 ","45,618 ","23,295 ","24,553 ","29,150 ","29,867 ","29,130 ","25,168 ","13,579 ","33,693 ","7,618 ","8,972 ","20,695 ","5,596 ","3,939 ","3,665 ","14,649 ","10,087 ","11,888 ","33,916 ","9,634 ","15,046 ","8,490 ","24,334 ","24,909 ","29,467 ","45,906 ","42,038 ","28,235 ","28,918 ","65,911 ","24,964 ","34,754 ","39,482 ","24,503 ","72,697 ","22,082 ","17,313 ","16,368 ","24,040 ","14,442 ","31,135 ","20,947 ","8,531 ","12,441 ","41,182 ","29,948 ","26,056 ","24,774 ","15,304 ","12,308 ","5,958 ","5,375 ","7,094 ","10,875 ","10,573 ","12,774 ","18,429 ","31,039 ","25,211 ","14,942 ","13,602 ","14,112 ","13,211 ","12,704 ","11,823 ","10,280 ","1,169 ","2,545 ","3,885 ","4,675 ","2,168 ","3,076 ","2,743 ","9,041 ","2,456 ","3,867 ","4,194 "
2020/11/7,"2,964 ","10,362 ","25,882 ","67,842 ","18,272 ","12,332 ","8,910 ","3,911 ","2,707 ","9,602 ","1,732 ","4,678 ","8,253 ","7,735 ","12,900 ","5,978 ","8,316 ","7,439 ","8,803 ","3,435 ","6,420 ","8,937 ","3,235 ","29,036 ","4,444 ","12,387 ","10,591 ","14,261 ","19,698 ","15,843 ","8,932 ","27,923 ","16,584 ","27,860 ","21,365 ","5,726 ","31,905 ","22,559 ","21,563 ","17,555 ","13,195 ","154,303 ","47,493 ","18,572 ","17,315 ","36,524 ","28,636 ","27,751 ","21,014 ","9,492 ","24,163 ","7,368 ","6,187 ","16,902 ","6,110 ","3,016 ","2,004 ","9,626 ","8,263 ","11,087 ","34,260 ","6,762 ","12,037 ","6,542 ","18,201 ","16,763 ","27,602 ","43,105 ","32,643 ","22,369 ","27,152 ","75,122 ","17,673 ","31,038 ","35,715 ","20,797 ","66,882 ","16,341 ","15,391 ","10,375 ","19,437 ","10,033 ","31,826 ","14,354 ","9,663 ","10,571 ","20,760 ","21,475 ","15,969 ","17,762 ","9,201 ","9,956 ","5,105 ","2,623 ","6,744 ","8,071 ","9,481 ","10,603 ","13,336 ","20,303 ","21,278 ","11,718 ","11,989 ","11,313 ","10,265 ","10,617 ","8,432 ","8,144 ","1,352 ","2,365 ","3,028 ","4,417 ","1,256 ","1,213 ","1,883 ","8,830 ","2,078 ","3,318 ","3,340 "
2020/11/8,"2,790 ","7,389 ","18,909 ","50,803 ","13,247 ","9,726 ","6,827 ","3,540 ","2,150 ","8,181 ","1,349 ","2,706 ","5,280 ","6,530 ","10,665 ","4,942 ","5,999 ","3,595 ","7,152 ","3,229 ","5,159 ","5,489 ","2,597 ","21,463 ","3,727 ","9,864 ","8,702 ","12,067 ","16,836 ","13,306 ","7,924 ","24,126 ","13,955 ","21,546 ","17,951 ","4,258 ","27,193 ","18,514 ","17,968 ","14,649 ","10,257 ","138,177 ","36,500 ","12,923 ","16,345 ","27,836 ","20,386 ","21,749 ","17,451 ","7,553 ","20,841 ","5,971 ","4,975 ","15,043 ","5,638 ","2,809 ","1,480 ","8,112 ","6,976 ","8,974 ","29,486 ","5,832 ","9,838 ","5,347 ","15,369 ","13,078 ","22,124 ","37,134 ","28,246 ","18,398 ","22,705 ","57,071 ","11,992 ","25,224 ","24,944 ","14,784 ","49,780 ","13,566 ","12,877 ","8,162 ","17,917 ","7,554 ","23,217 ","10,335 ","9,429 ","8,317 ","15,375 ","16,882 ","12,028 ","13,047 ","7,287 ","8,427 ","4,116 ","1,968 ","5,332 ","6,565 ","7,785 ","8,760 ","10,756 ","15,782 ","17,437 ","9,474 ","8,690 ","9,336 ","8,373 ","8,716 ","6,534 ","6,818 ","1,185 ","2,261 ","2,747 ","4,161 ","1,027 ","1,025 ","1,544 ","8,167 ","1,935 ","2,982 ","3,074 "
2020/11/9,"4,175 ","14,537 ","41,751 ","54,082 ","25,164 ","14,286 ","11,463 ","3,905 ","3,075 ","15,068 ","2,132 ","4,009 ","4,531 ","10,177 ","10,063 ","18,894 ","17,132 ","4,753 ","9,220 ","3,314 ","8,961 ","7,844 ","5,700 ","27,676 ","3,075 ","10,376 ","12,644 ","16,763 ","24,099 ","17,154 ","9,828 ","26,187 ","16,359 ","32,721 ","23,230 ","11,550 ","35,991 ","26,320 ","26,265 ","20,599 ","25,214 ","118,691 ","35,949 ","21,321 ","23,200 ","26,000 ","25,849 ","26,396 ","22,565 ","13,322 ","32,286 ","7,155 ","8,022 ","19,161 ","4,834 ","3,495 ","3,551 ","14,455 ","9,688 ","11,527 ","31,713 ","9,005 ","13,321 ","7,797 ","22,634 ","24,124 ","26,563 ","39,623 ","39,824 ","26,384 ","25,586 ","51,946 ","22,388 ","29,359 ","32,099 ","19,209 ","59,740 ","20,379 ","16,281 ","15,645 ","19,189 ","13,556 ","25,205 ","18,850 ","7,468 ","10,626 ","37,662 ","22,779 ","23,593 ","22,305 ","15,099 ","11,225 ","5,611 ","4,952 ","6,639 ","10,315 ","9,837 ","11,635 ","16,586 ","28,593 ","21,709 ","13,905 ","12,253 ","12,806 ","12,288 ","11,879 ","11,102 ","9,669 ",922 ,"2,448 ","3,544 ","4,365 ","2,004 ","2,877 ","2,518 ","7,122 ","2,246 ","3,428 ","3,930 "
2020/11/10,"4,097 ","15,036 ","44,076 ","51,923 ","26,874 ","15,097 ","11,987 ","3,916 ","3,351 ","15,535 ","2,145 ","4,805 ","4,965 ","10,852 ","10,429 ","19,589 ","18,132 ","6,040 ","9,622 ","3,213 ","9,256 ","9,044 ","6,038 ","28,900 ","3,265 ","11,125 ","12,865 ","17,151 ","24,665 ","17,700 ","10,120 ","26,216 ","17,306 ","34,030 ","25,393 ","11,792 ","37,313 ","27,061 ","26,977 ","20,966 ","26,432 ","116,529 ","37,322 ","21,633 ","23,872 ","27,076 ","27,130 ","27,004 ","23,620 ","13,719 ","33,186 ","7,560 ","8,383 ","19,901 ","5,410 ","3,779 ","3,734 ","14,876 ","9,952 ","11,655 ","31,220 ","9,217 ","13,418 ","7,877 ","23,424 ","24,836 ","27,572 ","40,278 ","41,102 ","27,086 ","25,893 ","53,096 ","24,009 ","29,887 ","33,584 ","21,446 ","61,669 ","21,488 ","16,445 ","17,021 ","19,579 ","13,453 ","25,649 ","19,594 ","7,617 ","11,275 ","39,052 ","24,345 ","24,998 ","23,106 ","15,128 ","11,529 ","5,501 ","5,310 ","6,558 ","10,721 ","9,880 ","12,112 ","17,589 ","29,724 ","23,219 ","14,232 ","12,941 ","13,187 ","12,650 ","12,196 ","11,555 ","9,840 ","1,199 ","2,359 ","3,722 ","4,522 ","2,000 ","3,044 ","2,691 ","7,296 ","2,260 ","3,528 ","3,899 "
