"　　　　車站
日期",松山機場,中山國中,南京復興,忠孝復興,大安,科技大樓,六張犁,麟光,辛亥,萬芳醫院,萬芳社區,木柵,動物園,大直,劍南路,西湖,港墘,文德,內湖,大湖公園,葫洲,東湖,南港軟體園區,南港展覽館,小碧潭,新店,新店區公所,七張,大坪林,景美,萬隆,公館,台電大樓,古亭,中正紀念堂,小南門,頂溪,永安市場,景安,南勢角,台大醫院,台北車站,中山,雙連,民權西路,圓山,劍潭,士林,芝山,明德,石牌,唭哩岸,奇岩,北投,新北投,復興崗,忠義,關渡,竹圍,紅樹林,淡水,頂埔,永寧,土城,海山,亞東醫院,府中,BL板橋,新埔,江子翠,龍山寺,西門,善導寺,忠孝新生,忠孝敦化,國父紀念館,市政府,永春,後山埤,昆陽,南港,象山,台北101/世貿,信義安和,大安森林公園,北門,松江南京,台北小巨蛋,南京三民,松山,輔大,新莊,頭前庄,先嗇宮,三重,菜寮,台北橋,大橋頭,中山國小,行天宮,東門,蘆洲,三民高中,徐匯中學,三和國中,三重國小,迴龍,丹鳳,十四張,秀朗橋,景平,中和,橋和,中原,板新,Y板橋,新埔民生,幸福,新北產業園區,
2020/10/1,"3,087 ","7,126 ","14,558 ","32,823 ","9,857 ","6,857 ","6,436 ","3,658 ","2,012 ","6,016 ","1,736 ","2,547 ","8,472 ","4,705 ","8,470 ","4,196 ","5,256 ","3,367 ","6,780 ","3,333 ","4,278 ","4,740 ","1,959 ","14,317 ","4,300 ","15,201 ","7,863 ","11,707 ","14,197 ","11,819 ","8,164 ","19,957 ","11,035 ","17,843 ","12,756 ","3,007 ","25,543 ","17,789 ","17,748 ","14,861 ","6,563 ","102,230 ","37,134 ","11,478 ","12,378 ","18,381 ","21,167 ","18,413 ","16,391 ","7,468 ","17,855 ","5,593 ","5,333 ","12,402 ","4,985 ","2,574 ","1,595 ","7,178 ","6,950 ","8,627 ","39,692 ","5,596 ","8,378 ","5,254 ","14,898 ","12,826 ","21,983 ","27,714 ","25,337 ","16,420 ","24,454 ","49,561 ","8,576 ","19,544 ","20,257 ","10,359 ","43,712 ","12,482 ","11,686 ","7,206 ","12,303 ","8,352 ","17,573 ","9,450 ","5,513 ","9,257 ","12,340 ","8,414 ","10,718 ","13,456 ","6,157 ","6,564 ","3,693 ","1,949 ","5,338 ","6,105 ","7,074 ","10,234 ","9,819 ","14,061 ","13,967 ","9,491 ","7,983 ","8,257 ","8,269 ","8,582 ","6,537 ","6,456 ",617 ,"2,240 ","2,757 ","4,112 ",853 ,"1,038 ","1,540 ","6,658 ","1,552 ","2,648 ","2,632 ",
2020/10/2,"2,706 ","7,144 ","16,021 ","36,644 ","11,223 ","6,784 ","6,491 ","3,491 ","1,985 ","7,353 ","1,844 ","3,444 ","13,294 ","4,669 ","8,696 ","4,132 ","4,914 ","3,186 ","6,969 ","3,483 ","4,740 ","4,905 ","2,048 ","15,317 ","4,674 ","16,619 ","8,309 ","12,067 ","14,928 ","11,680 ","7,117 ","18,959 ","11,391 ","18,090 ","14,017 ","3,144 ","25,728 ","17,827 ","18,351 ","15,140 ","13,901 ","121,645 ","40,234 ","14,957 ","13,617 ","20,418 ","25,370 ","22,065 ","16,576 ","8,793 ","18,129 ","5,724 ","6,210 ","13,597 ","6,889 ","2,623 ","2,220 ","7,820 ","7,629 ","9,675 ","47,111 ","5,840 ","9,606 ","5,458 ","15,104 ","15,728 ","24,447 ","30,892 ","25,345 ","16,667 ","24,145 ","56,238 ","8,816 ","21,196 ","23,445 ","10,988 ","47,988 ","11,703 ","11,393 ","7,378 ","13,859 ","9,799 ","22,362 ","10,464 ","7,143 ","9,116 ","13,106 ","9,244 ","11,070 ","15,774 ","5,459 ","7,744 ","4,143 ","2,011 ","5,875 ","6,212 ","7,547 ","10,443 ","9,890 ","14,587 ","14,783 ","10,313 ","8,516 ","8,776 ","8,747 ","8,385 ","6,978 ","7,002 ",601 ,"2,050 ","2,525 ","3,971 ",954 ,945 ,"1,628 ","7,253 ","1,689 ","2,644 ","2,891 ",
2020/10/3,"3,469 ","7,831 ","17,220 ","38,954 ","12,228 ","7,787 ","6,671 ","3,480 ","2,290 ","6,940 ","1,854 ","3,468 ","11,078 ","5,021 ","9,259 ","4,226 ","5,318 ","3,433 ","7,798 ","3,349 ","5,070 ","5,639 ","2,581 ","17,237 ","4,581 ","16,650 ","8,692 ","12,254 ","15,398 ","12,188 ","7,679 ","19,710 ","11,671 ","19,695 ","14,336 ","3,454 ","25,975 ","18,216 ","18,271 ","15,272 ","8,689 ","143,641 ","40,713 ","13,808 ","14,247 ","22,913 ","24,260 ","21,702 ","16,748 ","8,053 ","18,552 ","5,491 ","5,728 ","14,077 ","6,465 ","2,765 ","1,653 ","7,777 ","7,397 ","9,380 ","44,829 ","6,028 ","10,241 ","5,706 ","15,984 ","14,888 ","26,018 ","34,415 ","27,088 ","17,543 ","24,680 ","59,086 ","11,059 ","23,454 ","26,678 ","13,200 ","52,483 ","13,491 ","13,633 ","23,150 ","35,701 ","9,163 ","21,620 ","10,319 ","9,347 ","8,870 ","13,443 ","9,417 ","11,453 ","16,054 ","5,648 ","7,919 ","4,189 ","2,002 ","5,943 ","6,234 ","7,717 ","10,934 ","10,554 ","14,807 ","15,490 ","10,440 ","8,562 ","8,730 ","8,714 ","8,933 ","7,069 ","7,193 ",626 ,"2,029 ","2,423 ","3,907 ",780 ,"1,008 ","1,569 ","8,872 ","1,648 ","2,655 ","2,829 ",
2020/10/4,"3,954 ","6,440 ","14,347 ","31,161 ","10,068 ","6,896 ","5,890 ","3,150 ","1,966 ","5,651 ","1,528 ","2,549 ","6,146 ","4,396 ","8,675 ","3,682 ","4,966 ","2,983 ","6,318 ","3,480 ","4,338 ","4,696 ","2,103 ","14,165 ","3,906 ","13,315 ","7,527 ","11,267 ","13,911 ","11,549 ","7,223 ","19,054 ","11,063 ","17,429 ","14,817 ","2,996 ","22,696 ","16,224 ","16,176 ","13,799 ","7,502 ","166,938 ","35,137 ","10,514 ","14,061 ","21,028 ","20,173 ","18,517 ","14,740 ","6,883 ","16,166 ","5,005 ","4,822 ","12,544 ","4,533 ","2,445 ","1,443 ","6,612 ","6,278 ","7,653 ","33,432 ","5,678 ","9,429 ","5,123 ","14,037 ","12,169 ","21,960 ","34,622 ","23,411 ","15,658 ","20,815 ","49,123 ","9,428 ","19,927 ","19,807 ","10,262 ","44,348 ","11,688 ","10,475 ","8,929 ","20,467 ","8,215 ","17,933 ","9,052 ","8,225 ","7,390 ","11,990 ","8,403 ","10,134 ","13,196 ","5,826 ","6,669 ","4,036 ","1,912 ","8,084 ","5,654 ","6,835 ","10,702 ","9,491 ","13,928 ","14,630 ","8,985 ","7,120 ","7,852 ","7,509 ","7,876 ","6,150 ","6,329 ",573 ,"1,975 ","2,261 ","3,601 ",838 ,917 ,"1,405 ","11,458 ","1,637 ","2,466 ","2,940 ",
2020/10/5,"5,037 ","14,700 ","39,793 ","38,251 ","26,367 ","15,684 ","12,133 ","4,253 ","3,575 ","13,805 ","2,620 ","4,474 ","4,208 ","10,329 ","9,659 ","19,073 ","18,309 ","6,005 ","9,255 ","3,147 ","8,841 ","8,526 ","6,557 ","29,190 ","3,299 ","12,779 ","11,537 ","16,912 ","24,927 ","16,996 ","10,251 ","26,967 ","16,657 ","32,901 ","24,424 ","11,771 ","35,033 ","25,293 ","26,382 ","21,142 ","24,573 ","139,032 ","36,737 ","19,698 ","23,528 ","23,861 ","26,153 ","26,070 ","22,347 ","13,455 ","30,759 ","7,230 ","8,979 ","16,948 ","4,778 ","3,678 ","2,521 ","10,822 ","8,809 ","10,009 ","31,133 ","9,695 ","12,810 ","7,783 ","21,940 ","26,016 ","29,442 ","35,950 ","39,722 ","24,900 ","25,164 ","50,177 ","21,329 ","29,968 ","30,173 ","18,541 ","57,967 ","20,532 ","16,350 ","14,889 ","19,462 ","14,182 ","26,832 ","18,046 ","7,525 ","10,652 ","36,839 ","21,816 ","24,031 ","23,310 ","14,869 ","10,756 ","5,955 ","5,221 ","6,467 ","10,527 ","9,141 ","13,352 ","16,887 ","27,511 ","21,350 ","14,961 ","12,185 ","12,101 ","12,833 ","11,611 ","11,843 ","10,333 ","1,595 ","2,242 ","3,228 ","4,109 ","1,872 ","2,878 ","2,614 ","8,114 ","1,934 ","3,127 ","3,781 ",
2020/10/6,"4,570 ","15,158 ","40,406 ","40,276 ","26,677 ","15,796 ","12,260 ","4,174 ","3,455 ","14,239 ","2,729 ","4,608 ","4,876 ","10,678 ","10,281 ","19,048 ","18,532 ","6,027 ","9,399 ","3,378 ","9,038 ","8,970 ","5,979 ","30,279 ","3,228 ","13,548 ","11,792 ","17,137 ","25,276 ","17,848 ","10,459 ","28,203 ","17,753 ","34,485 ","26,830 ","11,903 ","36,097 ","26,707 ","27,029 ","21,995 ","25,424 ","120,456 ","38,952 ","20,253 ","24,470 ","25,757 ","28,293 ","28,009 ","23,764 ","13,855 ","31,781 ","7,371 ","9,346 ","18,095 ","4,992 ","3,782 ","3,498 ","13,945 ","9,373 ","10,223 ","33,202 ","9,707 ","12,853 ","7,881 ","22,489 ","26,677 ","30,886 ","35,359 ","41,393 ","25,851 ","26,811 ","53,720 ","23,437 ","33,412 ","31,393 ","19,161 ","57,911 ","21,045 ","16,342 ","14,883 ","18,427 ","14,837 ","25,034 ","18,339 ","8,198 ","11,248 ","37,911 ","22,815 ","24,053 ","23,425 ","14,976 ","11,477 ","6,137 ","5,306 ","6,586 ","10,617 ","9,430 ","13,314 ","17,449 ","28,123 ","22,715 ","15,224 ","12,564 ","12,407 ","13,203 ","11,903 ","12,199 ","10,509 ","1,386 ","2,243 ","3,180 ","4,179 ","1,955 ","2,934 ","2,615 ","6,847 ","2,047 ","3,060 ","3,781 ",
2020/10/7,"4,369 ","15,087 ","41,448 ","41,733 ","27,075 ","15,676 ","12,271 ","4,239 ","3,635 ","14,412 ","2,810 ","4,722 ","5,262 ","11,230 ","10,709 ","19,098 ","18,495 ","6,241 ","9,528 ","3,434 ","8,980 ","8,597 ","6,040 ","30,428 ","3,311 ","13,814 ","11,914 ","17,208 ","25,528 ","17,607 ","10,501 ","28,770 ","18,084 ","35,244 ","26,668 ","11,972 ","36,053 ","26,674 ","27,214 ","22,537 ","25,406 ","120,605 ","40,162 ","20,835 ","24,671 ","25,661 ","28,546 ","28,514 ","24,269 ","13,883 ","32,783 ","7,419 ","9,193 ","18,849 ","5,145 ","3,737 ","3,550 ","14,420 ","9,403 ","10,541 ","34,010 ","9,683 ","12,942 ","7,962 ","22,535 ","26,832 ","31,150 ","35,343 ","41,925 ","26,039 ","27,185 ","54,993 ","23,496 ","31,223 ","32,553 ","19,713 ","58,756 ","20,707 ","16,655 ","15,040 ","18,742 ","15,001 ","25,765 ","18,829 ","8,605 ","11,026 ","38,334 ","23,240 ","24,521 ","23,909 ","15,337 ","11,884 ","6,338 ","5,422 ","6,721 ","10,816 ","9,475 ","13,731 ","17,805 ","28,899 ","23,268 ","15,670 ","12,625 ","12,444 ","13,189 ","12,122 ","12,306 ","10,692 ","1,348 ","2,240 ","3,189 ","4,092 ","1,918 ","2,943 ","2,667 ","6,932 ","2,096 ","3,170 ","3,852 ",
2020/10/8,"5,095 ","15,565 ","42,207 ","46,008 ","27,876 ","17,023 ","12,863 ","4,436 ","3,597 ","15,739 ","2,844 ","4,885 ","5,827 ","11,660 ","12,543 ","19,987 ","19,584 ","6,849 ","10,290 ","3,622 ","9,955 ","9,104 ","6,168 ","34,776 ","3,818 ","14,321 ","12,818 ","18,871 ","26,877 ","19,308 ","11,094 ","32,912 ","18,826 ","36,234 ","28,293 ","12,327 ","37,999 ","28,067 ","28,473 ","23,008 ","27,245 ","141,600 ","44,010 ","21,364 ","25,745 ","27,339 ","31,496 ","32,303 ","25,430 ","14,605 ","34,405 ","7,911 ","9,567 ","19,841 ","5,240 ","3,924 ","3,499 ","15,511 ","9,991 ","12,424 ","40,156 ","10,273 ","14,228 ","8,280 ","23,863 ","27,792 ","33,004 ","39,730 ","43,719 ","27,651 ","28,283 ","61,032 ","24,044 ","33,595 ","35,759 ","20,538 ","66,267 ","21,844 ","17,677 ","16,349 ","21,171 ","15,555 ","30,180 ","19,876 ","8,821 ","11,954 ","39,071 ","23,409 ","25,059 ","24,461 ","16,917 ","12,068 ","6,657 ","5,452 ","7,122 ","11,065 ","9,957 ","15,378 ","18,047 ","29,124 ","24,325 ","16,087 ","13,173 ","13,128 ","13,651 ","12,629 ","13,145 ","11,605 ","1,395 ","2,447 ","3,396 ","4,497 ","1,995 ","3,099 ","2,746 ","8,407 ","2,198 ","3,415 ","4,342 ",
2020/10/9,"3,259 ","8,376 ","19,827 ","43,144 ","13,667 ","8,698 ","7,568 ","3,644 ","2,186 ","8,759 ","1,841 ","2,934 ","7,806 ","5,651 ","10,861 ","5,045 ","6,247 ","3,801 ","7,893 ","2,767 ","5,295 ","5,539 ","3,006 ","22,966 ","4,498 ","12,695 ","8,859 ","13,191 ","16,309 ","13,569 ","8,735 ","25,354 ","14,481 ","22,986 ","16,848 ","3,942 ","29,624 ","20,663 ","20,668 ","16,686 ","10,682 ","138,481 ","46,327 ","14,485 ","15,836 ","21,898 ","25,232 ","23,357 ","17,956 ","9,816 ","21,126 ","6,089 ","5,880 ","14,183 ","6,528 ","2,603 ","2,325 ","8,416 ","7,057 ","9,038 ","36,352 ","6,436 ","10,066 ","6,293 ","17,423 ","18,025 ","30,333 ","39,864 ","30,514 ","20,258 ","25,867 ","65,590 ","11,717 ","29,088 ","29,960 ","14,288 ","56,038 ","14,555 ","13,354 ","8,414 ","16,169 ","9,615 ","26,805 ","12,736 ","6,671 ","10,227 ","16,541 ","11,988 ","13,055 ","16,341 ","7,685 ","7,591 ","4,529 ","2,171 ","5,618 ","7,299 ","9,137 ","11,827 ","12,562 ","17,353 ","17,278 ","11,152 ","8,688 ","9,558 ","9,614 ","9,452 ","7,578 ","7,799 ",820 ,"2,373 ","2,967 ","4,568 ","1,190 ","1,239 ","1,836 ","9,184 ","1,849 ","3,026 ","3,020 ",
2020/10/10,"3,226 ","8,226 ","18,867 ","41,376 ","13,264 ","8,231 ","7,160 ","3,588 ","2,312 ","6,958 ","1,774 ","2,989 ","10,772 ","5,816 ","12,191 ","4,296 ","5,871 ","3,487 ","7,880 ","3,075 ","5,036 ","5,400 ","2,898 ","28,889 ","4,778 ","13,469 ","8,830 ","12,950 ","15,482 ","13,679 ","8,546 ","24,116 ","13,747 ","21,472 ","20,847 ","3,968 ","28,966 ","19,597 ","19,280 ","16,313 ","14,985 ","141,210 ","45,889 ","14,299 ","15,736 ","25,617 ","26,783 ","23,246 ","17,717 ","7,799 ","19,352 ","5,677 ","6,149 ","14,600 ","6,881 ","2,815 ","1,659 ","8,067 ","7,337 ","9,338 ","42,834 ","6,399 ","10,162 ","5,853 ","16,133 ","14,685 ","27,789 ","35,935 ","28,300 ","18,781 ","27,002 ","71,038 ","12,480 ","28,568 ","27,384 ","15,311 ","59,434 ","14,291 ","12,648 ","7,651 ","17,234 ","9,943 ","27,663 ","11,409 ","9,402 ","9,985 ","15,602 ","11,406 ","12,210 ","16,211 ","6,874 ","7,536 ","4,881 ","3,087 ","6,319 ","6,846 ","9,055 ","11,550 ","11,297 ","16,025 ","18,112 ","10,382 ","8,680 ","9,367 ","9,130 ","9,498 ","7,485 ","7,696 ",625 ,"2,275 ","2,786 ","4,344 ","1,037 ","1,155 ","1,596 ","8,659 ","1,656 ","2,895 ","3,360 ",
